locationname,locationstatus,method,locationid,locationparentname,locationparentid,locationtype,locationtypecode,locationadminlevel,locationphysicaltype,locationphysicaltypecode,longitude,latitude
315 Nosibe,active,create,8f8ad83a-713e-4ce7-a9ca-98de9fa211cc,,eadf078b-2054-4723-8af1-5d16c18ac240,Water Point,water_point,5,Building,bu,49.26011,-17.43066
Action contre la Faim Manakara,active,create,2893937b-0b66-44dd-b90f-52742e796282,,7da9bcd5-9919-42eb-a771-4b02ad9ac48a,Warehouse,warehouse,5,Building,bu,,
Action contre la Faim Toliara,active,create,1e6e91c9-ece9-46e6-a051-8f8feb41541c,,98ca480b-16b5-41e8-940e-0f4a89f79b66,Warehouse,warehouse,5,Building,bu,,
Adankato Amborovoro,active,create,376989fb-ad33-49f4-87b2-22d65d87b4bd,,c88c6d52-991b-4d70-b832-158ee527e297,Water Point,water_point,5,Building,bu,,
Adankato centre,active,create,8c4663b8-cb95-4ffb-bb50-37f2d0067ccb,,c88c6d52-991b-4d70-b832-158ee527e297,Water Point,water_point,5,Building,bu,,
ADRA Manakara,active,create,ddc028c8-d53a-47fb-a077-006d079f6a11,,7da9bcd5-9919-42eb-a771-4b02ad9ac48a,Warehouse,warehouse,5,Building,bu,,
ADRA Mananjary,active,create,5f7cec69-54cc-4ef8-8e99-8de2ec354476,,31344464-306c-4f4a-a70d-43ffbdfa19b2,Warehouse,warehouse,5,Building,bu,,
Afomagnare,active,create,f51ad450-ea12-45e5-bd38-0ed516459aa5,,48e6b0ce-08cb-48b5-8066-254ed2e8ad8f,Water Point,water_point,5,Building,bu,46.39547,-25.10933
Agnadabo,active,create,db275086-3355-45cc-ab39-5c2f8f0e8fbc,,e9beb16a-fb0b-4aa2-97b5-9668f323af7b,Water Point,water_point,5,Building,bu,45.65527,-24.58685
Agnadabolava,active,create,6761a7d0-4cc5-4500-91ec-1f7f41d98127,,e66bbb26-5f82-4752-8637-81e79d3b7024,Water Point,water_point,5,Building,bu,,
Agnala,active,create,4a27c826-2738-49e5-9e32-35fb8c0ffd70,,e9beb16a-fb0b-4aa2-97b5-9668f323af7b,Water Point,water_point,5,Building,bu,45.2534439,-24.0092339
Agnalalava,active,create,0c5eee1b-fc1b-43b2-b0cc-0cd8f2f99c1b,,81fbdd83-3e3b-42a3-92c8-0c8a526a18d2,Site Communautaire,site_communautaire,5,Building,bu,,
Agnalamena,active,create,23f16634-ea2d-4d10-b3d6-60465b2d8d77,,700c68ef-f8dc-4f83-9339-037f8ef0c675,EPP,epp,5,Building,bu,,
Agnarabe Ecole,active,create,c6ab6a2c-c128-4604-907f-867724025432,,fff386bb-d84f-435f-9b88-e25027d06662,Water Point,water_point,5,Building,bu,45.58469,-24.31855
Agnarabe Ii,active,create,f41e1ae3-decb-4220-a6bb-ee1a27dcc446,,fff386bb-d84f-435f-9b88-e25027d06662,Water Point,water_point,5,Building,bu,45.49661,-24.3178
Agnena,active,create,578dd3b7-911a-4c51-b7cc-39570928c2c2,,b5b1e61b-f82e-48bb-8077-c5251a677fe2,Water Point,water_point,5,Building,bu,47.09026111,-24.96765
Agnevorano,active,create,15b845ce-35e1-4d76-965f-0aa33b918430,,03022ae7-30ae-4353-b67e-02e075995999,Water Point,water_point,5,Building,bu,44.88039,-23.85644
Agnirimihamba,active,create,18e81e00-4ed7-4142-9911-766dbeb2d8bd,,81fbdd83-3e3b-42a3-92c8-0c8a526a18d2,Site Communautaire,site_communautaire,5,Building,bu,,
Agnivorano,active,create,4a3e3bb0-859c-415b-a38c-abbf233cafc6,,38679362-2eb0-4eb1-87d0-6b78fa7e733d,Water Point,water_point,5,Building,bu,45.60117,-24.4835
Agnivorano,active,create,c1cc15bd-2d38-4ffb-8e9c-9bfe9003dc1e,,1a29f950-a8ed-439c-9d32-b9c2cc1d9bf4,Water Point,water_point,5,Building,bu,45.64712,-24.76814
Agnivorano,active,create,d74ecc8d-44e5-48d8-b2c2-de4cee3167c8,,dfef62fd-14cb-41e0-9bbf-321d9a8b9311,Water Point,water_point,5,Building,bu,45.25670194,-24.31876111
AGNIVORANO,active,create,c4a2d691-0092-4c8b-9afb-bfb2710d9acf,,1a29f950-a8ed-439c-9d32-b9c2cc1d9bf4,Water Point,water_point,5,Building,bu,,
Agnoloka,active,create,6b8c91e9-43c4-41ae-8ccb-83f981b2028e,,b3b52930-335b-44b5-b2e2-4286bb3d3597,CSB2,csb2,5,Building,bu,,
Agnorike,active,create,3dfa1113-0651-49b0-a1f2-d91c221d354f,,d2953469-fbf7-4ece-a9df-8c1b00a96ede,Site Communautaire,site_communautaire,5,Building,bu,,
Agnorike,active,create,fad580c1-1cfe-444e-912b-766e0c7b55e7,,457c79c3-09a5-4967-abe5-9ba010354d1a,Site Communautaire,site_communautaire,5,Building,bu,,
Ajabihy,active,create,19582eb5-628b-4447-b70b-800c564819af,,2601ccb0-b1e8-4ee7-ba9a-e9d2f9d48f06,Water Point,water_point,5,Building,bu,45.58469,-24.8475
AJAFARO,active,create,cd7cd9ad-92eb-4c84-856a-cdce96452a36,,2601ccb0-b1e8-4ee7-ba9a-e9d2f9d48f06,Site Communautaire,site_communautaire,5,Building,bu,,
Akany Fanantenana,active,create,21462124-8de3-4842-9ead-a8e7f03df807,,98ca480b-16b5-41e8-940e-0f4a89f79b66,EPP,epp,5,Building,bu,,
AKONDRIA,active,create,256e85a8-9a7e-4774-ad49-1a3cfcc79654,,38679362-2eb0-4eb1-87d0-6b78fa7e733d,Site Communautaire,site_communautaire,5,Building,bu,,
Akondria Ankily,active,create,569cad89-687c-4d32-bb5c-02bab4c78b8a,,38679362-2eb0-4eb1-87d0-6b78fa7e733d,Water Point,water_point,5,Building,bu,,
Akoronga,active,create,5d557434-48c0-46f8-b16e-fbb5d477eb97,,f125d884-4366-459a-9989-b9dd840687e3,Water Point,water_point,5,Building,bu,43.70999,-23.30314
Amanda,active,create,7096d51d-ecd5-4579-9a73-b5466be6d9d7,,749e8f17-0875-423f-a1ec-953edfcd171c,Water Point,water_point,5,Building,bu,45.27340444,-24.16791111
Amanda II,active,create,79edc4b4-cd43-41c0-bf34-2ed872401e63,,f0ec4526-d5d8-4c7b-b924-bac45cdb54cd,Water Point,water_point,5,Building,bu,45.42509,-25.49788
Amapany Fenoarivo Centre,active,create,0f36734d-98f9-46de-bf5f-4f57de7e3b49,,e9beb16a-fb0b-4aa2-97b5-9668f323af7b,Water Point,water_point,5,Building,bu,45.68737,-24.13243
Ambadikala,active,create,93d15469-15cf-470a-8241-6bac41cc7019,,4fa8031b-51a6-49a8-ac01-8dce533d58d0,Water Point,water_point,5,Building,bu,47.79379722,-22.92524722
Ambadikala,active,create,f2de18f6-1973-44a7-9307-d1c0e39052a3,,3597a6fa-bfc9-49c4-b378-6113de33fea5,Water Point,water_point,5,Building,bu,47.68437,-23.18829
Ambahita  centre,active,create,5bc0361d-03b8-45de-adb1-4ca41a15c9ae,,e9beb16a-fb0b-4aa2-97b5-9668f323af7b,Water Point,water_point,5,Building,bu,,
Ambahitsara,active,create,c44847e2-42dd-48b5-ba0d-7ce37d38cac3,,69191346-9a9a-4dc1-8152-bfd50185cf12,Water Point,water_point,5,Building,bu,47.81468333,-22.82537222
Ambahoabe,active,create,45e4bd97-fe11-458b-b481-294b7d7e8270,,c38e0c1e-3d72-424b-ac37-29e8d3e82026,Water Point,water_point,5,Building,bu,49.52125,-16.78147
Ambahogne,active,create,2463d6ee-8fa7-483a-a301-d96067b19a59,,35079e66-d6ee-4cf2-92e7-06912ef5ce56,Water Point,water_point,5,Building,bu,45.59603,-24.38906
Ambahy ianakafy,active,create,cc1dfa2d-fcce-4c0b-8a85-d2b566f58cf9,,f154f739-9998-43b3-85ca-33a4dfd4fb68,Site Communautaire,site_communautaire,5,Building,bu,,
Ambahy Village,active,create,8f9c9482-f542-4b1f-8591-a6d80345dc95,,9f48cfda-9cea-4f5c-b417-c536524579d9,Water Point,water_point,5,Building,bu,48.47968611,-20.77431111
Ambakaka,active,create,c085a9f4-ef4a-468b-a6ab-57c2dac9d8d8,,9e96eb0a-60f8-4b35-aafe-fcf3cf3f773f,Water Point,water_point,5,Building,bu,45.27249,-24.26844
Ambalabe Beavoha,active,create,e5595658-3cd9-424e-b2cb-4cddeee74be9,,437a9492-22a6-4e12-9d03-efe8f0fa03b0,Water Point,water_point,5,Building,bu,43.979385,-24.80262
Ambalabe Ii,active,create,ffcad22b-329f-4c1f-a271-5b675c374565,,2b0f48ab-d7e0-46c3-ac1c-6c51be595b10,Water Point,water_point,5,Building,bu,49.301,-17.35279
AMBALABE II,active,create,490bd303-3d9e-472f-823c-30b739896185,,2b0f48ab-d7e0-46c3-ac1c-6c51be595b10,Water Point,water_point,5,Building,bu,49.30099778,-17.352788
Ambalabe Nanasana,active,create,23d31048-71e3-4d78-9d24-fab781e7b03c,,d1b0f9b1-be5d-4ffd-82d4-77ef79e90d5a,Water Point,water_point,5,Building,bu,47.60647,-23.29712
Ambalabe Nord,active,create,8d1e77c3-9a60-4ea7-ae13-dad6cd548d73,,5e1ddbbb-a08c-4a05-a225-36788acf6baa,Water Point,water_point,5,Building,bu,45.44855,-23.93871
Ambalabe Sud,active,create,fb8a4d78-6c13-47ee-87a3-f94d37f9fde9,,5e1ddbbb-a08c-4a05-a225-36788acf6baa,Water Point,water_point,5,Building,bu,45.44855,-23.96093
Ambalafary,active,create,72ac7ff4-368d-4960-b383-96b29ffd0e79,,9e0dac3f-285e-48a9-b708-e3b8b2c274e0,Water Point,water_point,5,Building,bu,49.43985,-17.21062
Ambalafary,active,create,cd2cf7a0-26ba-4999-8a68-ee3e6592340e,,9e0dac3f-285e-48a9-b708-e3b8b2c274e0,Water Point,water_point,5,Building,bu,,
Ambalafary Nord,active,create,ce3ac7fd-35f2-4176-9d96-39f0f41477dc,,c2df9c51-6629-4756-ab37-d58d51c02b30,Water Point,water_point,5,Building,bu,46.68361,-16.10033
Ambalafary Sud,active,create,00ba28d1-0743-4d28-abab-66a31ace5e25,,c2df9c51-6629-4756-ab37-d58d51c02b30,Water Point,water_point,5,Building,bu,46.66851,-16.10036
Ambalafatsy,active,create,ca980fb1-b811-48e2-a255-f5100a9ddd1b,,a6b2e537-03d2-48d5-965a-c80ac9e49e1b,Water Point,water_point,5,Building,bu,47.60333,-23.29938
Ambalafatsy,active,create,fd904a93-79a3-4794-aa71-3737e120f524,,3a549dea-f588-417b-a658-77f70cc9a9b4,Water Point,water_point,5,Building,bu,,
Ambalahera,active,create,e969927c-47ca-4f8f-9b06-d9c498b071ff,,36e3dba2-cdef-499a-be32-a75636fcddc9,Water Point,water_point,5,Building,bu,47.58987,-23.41793
Ambalahira,active,create,9b229962-23a7-4de5-85ca-30bbfa12fe5f,,e9beb16a-fb0b-4aa2-97b5-9668f323af7b,Water Point,water_point,5,Building,bu,45.65934806,-24.82095306
Ambalakazaha,active,create,9b18457f-a854-431a-9b99-493dc174167c,,01946d70-2736-44e7-94bd-8e50b3335925,Water Point,water_point,5,Building,bu,46.9575,-16.41444
Ambalakida,active,create,1a39fb83-ad1c-41b3-974e-b509149f89ce,,d492534f-8d4e-4ffd-92f4-f15098b599dd,Water Point,water_point,5,Building,bu,45.91872778,-15.923275
AMBALAKIDA,active,create,75c64098-89d0-47e2-bea1-ba634c9d8dc8,,d492534f-8d4e-4ffd-92f4-f15098b599dd,Water Point,water_point,5,Building,bu,,
Ambalakondro,active,create,5ff62dc6-09c9-439e-810b-fa5659dfecd5,,68f938ca-5f90-44da-9cd5-f786622f1e30,Water Point,water_point,5,Building,bu,49.49012,-17.09657
AMBALAMAHATSINJO,active,create,b3cfd211-ff8c-4564-855f-ad836b2d2d33,,29ebb17d-d9f4-47f7-ae14-9acec399b358,Water Point,water_point,5,Building,bu,46.517532,-16.234616
AMBALAMAHOGO,active,create,2bbc443a-3ea6-4a0e-bf13-f63fdf474e9c,,39a84b94-db54-4580-ba08-18f1a9ed0438,Water Point,water_point,5,Building,bu,46.54375,-16.10219444
AMBALAMANENJANA,active,create,ff455761-7cba-4434-97dd-96866c05ef00,,6614ec43-fa7a-4f08-9a02-9acaf9ceebec,Water Point,water_point,5,Building,bu,,
Ambalamanga,active,create,6c6f4b3b-408c-4e36-9e45-0830330662c1,,5d7f54c9-bed4-4d0d-98a2-132b024f076e,Water Point,water_point,5,Building,bu,47.6685,-23.21558
Ambalamasy,active,create,23367c5b-c35c-4a88-922a-ceda76bc4146,,79b58d2f-f069-41fe-87c5-45f20f3263c9,Site Communautaire,site_communautaire,5,Building,bu,,
Ambalandambo,active,create,962924a3-f61a-468a-b424-7b76ad81d507,,5e7fb2d0-10c3-47fc-88ec-561122e106c8,Water Point,water_point,5,Building,bu,,
Ambalanosy,active,create,bf907cb1-4b84-4a06-968b-47734354572c,,81fbdd83-3e3b-42a3-92c8-0c8a526a18d2,Water Point,water_point,5,Building,bu,45.09953,-25.48377
Ambalarano,active,create,0c63d53d-6a0a-4bcf-8a36-140acac74a69,,7174ae50-4d3d-4fd1-a906-4fab680bede5,Water Point,water_point,5,Building,bu,46.81767,-16.19811
AMBALARANO,active,create,90db9bac-45b3-4fdb-b15d-e500c7afede5,,7174ae50-4d3d-4fd1-a906-4fab680bede5,Water Point,water_point,5,Building,bu,46.765165,-16.176793
Ambalaromba 1,active,create,40d1c384-8fb4-4ac8-b55d-533caf149c19,,ae2380b1-744a-4772-9ea4-dff3942ce957,Water Point,water_point,5,Building,bu,48.233832,-21.238169
Ambalaromba 2,active,create,b5e1322d-6b9f-44aa-8bed-f80f75d92a7f,,ae2380b1-744a-4772-9ea4-dff3942ce957,Water Point,water_point,5,Building,bu,48.235135,-21.238416
Ambalaromba EPP,active,create,62f39cd4-e656-4acb-a838-1356e72987a9,,ae2380b1-744a-4772-9ea4-dff3942ce957,Water Point,water_point,5,Building,bu,48.235755,-21.239117
Ambalasaraka,active,create,56aff91c-e8d3-414c-a49d-8a4cf6443d24,,d0a79494-c31d-4009-86ca-c1decbc3d6d9,Water Point,water_point,5,Building,bu,45.43515,-24.45103
Ambalasaraka Nord,active,create,589e4ae5-a55a-43bf-94b8-3a93ff828006,,5e2597af-1eb0-43db-a53c-f2e0aa3222a1,Water Point,water_point,5,Building,bu,45.19914,-24.17148
Ambalasaraka Sud,active,create,71763f92-27bb-49c3-90c5-b4bf0c1130e1,,5e2597af-1eb0-43db-a53c-f2e0aa3222a1,Water Point,water_point,5,Building,bu,45.1841,-24.11514
Ambalasaraky,active,create,fa3c2796-d0d5-4697-b506-904b87a24f74,,d0a79494-c31d-4009-86ca-c1decbc3d6d9,Water Point,water_point,5,Building,bu,45.10196222,-24.42941667
Ambalasaraky2,active,create,6c5cc53d-e388-48e7-b68c-f9dc039d41d1,,d0a79494-c31d-4009-86ca-c1decbc3d6d9,Water Point,water_point,5,Building,bu,45.1017525,-24.44886111
Ambalasaraky centre,active,create,ee4fb62b-8e40-46a1-a029-9b6bef93484d,,d0a79494-c31d-4009-86ca-c1decbc3d6d9,Water Point,water_point,5,Building,bu,45.72171306,-24.19606
Ambalasatra Morafeno Nord,active,create,350cc747-aa64-4f7e-97a8-2f2fbaf04121,,b1e7d6a6-1609-4dc8-98d9-58af8e78562d,Water Point,water_point,5,Building,bu,44.13712,-18.18227
Ambalasatra Morafeno Sud,active,create,ccaa0d1c-8584-451a-89db-b73103442076,,b1e7d6a6-1609-4dc8-98d9-58af8e78562d,Water Point,water_point,5,Building,bu,44.13769,-18.18635
Ambalasoa,active,create,8304a7e4-4795-4bf0-8e76-3d72a7ae906c,,f68b7052-c16f-4d64-94a7-f316153ee7e8,Water Point,water_point,5,Building,bu,46.00602806,-23.13285611
Ambalatany,active,create,546bb425-4c82-419f-b925-f2b366d3b645,,22cc7ef7-4aba-4e19-be91-cd1e40e57195,Water Point,water_point,5,Building,bu,47.585858,-22.53615
Ambalatany,active,create,c416e5aa-c922-4b31-9644-8027785e1391,,4863b612-5843-41f8-a1ab-cca2f892fee0,Water Point,water_point,5,Building,bu,,
Ambalatany,active,create,e47853e4-66c9-4696-856a-7615f6d6e8a5,,8b79f6e0-d95e-4bf9-bd5c-ecc26834b201,Water Point,water_point,5,Building,bu,45.86951,-24.48931
Ambalatany Beavoha,active,create,979494a6-9a8b-41dd-8a2e-970ede5845fe,,4a4c7fe2-5003-44c2-b405-2d5850b612a3,Water Point,water_point,5,Building,bu,,
AMBALATSIMIVIKY (AEPP),active,create,ef1929d0-4e32-4b8b-aff7-bfa2613c5e0f,,5e7fb2d0-10c3-47fc-88ec-561122e106c8,Water Point,water_point,5,Building,bu,,
AMBALAVATO,active,create,7d6ac282-e7ff-44eb-aa6d-2bb4edfe6bc2,,d31e73a7-c487-44dc-8a32-d70ac572ad81,Water Point,water_point,5,Building,bu,,
AMBALAVOANJO,active,create,b2d415d3-4efc-4c9f-bdea-45cd490ac0c0,,2ac11983-82a5-40a1-81db-f326b996da2e,Water Point,water_point,5,Building,bu,,
Ambaliandro,active,create,757f46ed-03a2-4486-b151-75a7b29aa730,,edd7bc75-fc97-4748-840c-2fc554322284,Water Point,water_point,5,Building,bu,45.482344,-25.322109
Ambaliandro,active,create,e5dd80d9-a498-4e30-83d1-81b075afce67,,38679362-2eb0-4eb1-87d0-6b78fa7e733d,Water Point,water_point,5,Building,bu,,
AMBALIA OUEST,active,create,456094cd-0025-421a-8634-d2b413f002d5,,5655f90d-88e3-43a5-98fc-f8c6bcb16d15,Water Point,water_point,5,Building,bu,47.27955389,-16.35395833
Ambaliha 1,active,create,ba654fee-c497-478b-8aa1-cc570cc98c7d,,5655f90d-88e3-43a5-98fc-f8c6bcb16d15,Water Point,water_point,5,Building,bu,47.26778,-16.35511
Ambaliha 2,active,create,cad4dcad-b8af-4d24-b5f0-c328d44720f3,,5655f90d-88e3-43a5-98fc-f8c6bcb16d15,Water Point,water_point,5,Building,bu,47.25968,-16.33706
AMBALIHA EST,active,create,b58806aa-fcb3-4543-852c-48542e328b16,,5655f90d-88e3-43a5-98fc-f8c6bcb16d15,Water Point,water_point,5,Building,bu,47.259684,-16.337063
AMBALIHA OUEST,active,create,f9d625ec-8469-44bf-bb26-585351b89e79,,5655f90d-88e3-43a5-98fc-f8c6bcb16d15,Water Point,water_point,5,Building,bu,47.259684,-16.337063
Ambalikala,active,create,5be40f9f-d800-4a08-b8b6-6a02de195990,,4a4c7fe2-5003-44c2-b405-2d5850b612a3,Water Point,water_point,5,Building,bu,,
Ambamampy,active,create,5e0372b1-1768-4a0c-99bb-dc90723a3ac7,,7f7cb8bd-821d-4a37-a082-857c31f043e5,Water Point,water_point,5,Building,bu,47.68962,-23.28825
AMBANENATO CENTRE,active,create,bfb2172d-1ef1-4399-a4bb-83bfb571675d,,8b79f6e0-d95e-4bf9-bd5c-ecc26834b201,Water Point,water_point,5,Building,bu,45.844575,-24.44188889
Ambanikaboka,active,create,f8ff86f9-f05a-4bad-b1a7-21ef15d08804,,f0800714-2873-4583-b79f-cb73f24771c3,Water Point,water_point,5,Building,bu,47.56298,-23.33597
AMBANIKILY VOLAKIRA,active,create,138935f8-281d-44d2-8bde-b92913eb36ef,,cbd7ab07-5855-4335-85fb-7514bd0c8bab,Site Communautaire,site_communautaire,5,Building,bu,,
Ambaninato,active,create,ebcf48d2-813e-4b82-a1e1-49af855e0d47,,5d25d248-4468-4c96-a566-4a539c7928f8,Water Point,water_point,5,Building,bu,45.27971,-24.09579
Ambararata,active,create,39a337a5-9147-4b69-90a1-6f319b89fbb2,,037f61e0-6af0-4530-8ce2-63124eba2a9b,Water Point,water_point,5,Building,bu,45.48092,-24.27725
Ambararata,active,create,ff324744-5eb2-48f6-8c85-64850f900b5a,,4863b612-5843-41f8-a1ab-cca2f892fee0,Water Point,water_point,5,Building,bu,,
Ambararatafaly,active,create,5306986f-bb99-4a7e-83e0-14e095bd4c28,,df16044d-7511-4334-9728-e8735eab9935,Water Point,water_point,5,Building,bu,46.53082222,-16.16386944
Ambararata Haut,active,create,16246c47-27b6-4baf-84fe-0ca37b753ecd,,b717b9f1-85ef-4567-863f-5a5967804a0d,Water Point,water_point,5,Building,bu,,
Ambararata Ouest,active,create,1ab2adb2-60bf-4c47-b6d5-bba7cdd23609,,4342c258-a4f9-4f05-8356-42be448ffec7,Site Communautaire,site_communautaire,5,Building,bu,,
AMBARINANAHARY CENTRE,active,create,de887f25-c017-4e3e-bed1-3414cae4a461,,da50edff-13f2-4264-ae0f-a21d7fb36dac,Water Point,water_point,5,Building,bu,,
Ambario,active,create,fbd9610f-9b57-43d6-be4c-c9014d5ffbf0,,e10efd4e-f85a-4d38-9fd9-b88369d3a367,Water Point,water_point,5,Building,bu,46.66824,-25.10438
AMBARO,active,create,0fd4a77d-2b33-4ce5-9efc-5bd7ab5dcf32,,cbd7ab07-5855-4335-85fb-7514bd0c8bab,Site Communautaire,site_communautaire,5,Building,bu,,
AMBARO,active,create,86c47f41-548d-47e9-9044-64bdb5fc252f,,8f572186-72b7-414f-bd37-f4b91c431017,Site Communautaire,site_communautaire,5,Building,bu,,
AMBARO ANTSAGNIRA,active,create,e01047f8-c160-4ff7-8a8d-d46eb1968f95,,d18ae17a-faae-4e40-bb4d-540641d494c0,EPP,epp,5,Building,bu,45.69126,-25.046467
Ambaro III,active,create,71f933fb-e4fc-4f7a-a3ef-e4252c3aab0b,,457c79c3-09a5-4967-abe5-9ba010354d1a,Site Communautaire,site_communautaire,5,Building,bu,,
AMBAROMANOY,active,create,4f2f8bfa-98e9-4427-bcca-e8d268719b43,,5f666d29-8b8c-4ebf-a630-e2cad0cb3685,Site Communautaire,site_communautaire,5,Building,bu,,
Ambarovoahasy,active,create,9b955a62-13bc-4bae-980f-a822328202e2,,8f572186-72b7-414f-bd37-f4b91c431017,Water Point,water_point,5,Building,bu,45.73236306,-25.29768889
Ambasy,active,create,1ed9052d-406d-41bb-b2be-fb45931ca3ef,,75b22baf-37a9-4d42-8fd6-7ca7912d2a4a,Water Point,water_point,5,Building,bu,,
Ambasy,active,create,79f2cab1-2149-4d2e-929a-2e4d33404be3,,48e6b0ce-08cb-48b5-8066-254ed2e8ad8f,Water Point,water_point,5,Building,bu,46.39522,-25.12297
Ambasy,active,create,c77fb332-f012-4725-b20c-b4376ba589cc,,75b22baf-37a9-4d42-8fd6-7ca7912d2a4a,Site Communautaire,site_communautaire,5,Building,bu,,
Ambato,active,create,58452a9a-0740-4a9d-97fa-0d917a50a3a7,,8580a687-cfd7-4ca7-85df-12e585021277,Water Point,water_point,5,Building,bu,45.16848,-24.56111
AMBATOABO CENTRE,active,create,4385bbb2-c82a-4b91-a436-63c547c0b088,,09b3b46f-71a1-45f7-9ab4-b93e449e2205,Water Point,water_point,5,Building,bu,,
AMBATOABO CENTRE,active,create,ce2a792f-857a-4e58-8af3-dd0bfec38fdc,,3b70614a-1355-45d6-9d03-beac91b44b56,Water Point,water_point,5,Building,bu,,
Ambatoasàna,active,create,aec70315-0b75-4c9d-a5bc-34aa5be51169,,eadf078b-2054-4723-8af1-5d16c18ac240,Water Point,water_point,5,Building,bu,49.26072,-17.39478
Ambatoasàna,active,create,d94eb1d4-6468-475d-8ee8-7ba278e57d10,,eadf078b-2054-4723-8af1-5d16c18ac240,Water Point,water_point,5,Building,bu,49.26074,-17.39466
Ambatobe,active,create,6f9fc904-954c-4c8b-952f-e18ab4b386a6,,053d4f7a-b383-4faa-b224-8418ecabf446,Water Point,water_point,5,Building,bu,49.20072,-17.47406
Ambatobe,active,create,ec57043b-9d48-49c4-b923-1069e10642aa,,053d4f7a-b383-4faa-b224-8418ecabf446,Water Point,water_point,5,Building,bu,49.20072,-17.47411
Ambatobe Bedrea,active,create,b9ba9d92-98b2-4780-a278-c091f85698a5,,d18ae17a-faae-4e40-bb4d-540641d494c0,Water Point,water_point,5,Building,bu,,
Ambatobe Vondrake,active,create,b33dd761-15b2-4b71-903b-6b51984eabdc,,4a4c7fe2-5003-44c2-b405-2d5850b612a3,Water Point,water_point,5,Building,bu,,
Ambatofolaka,active,create,17d985e8-e0a5-40a5-addf-9c349e007d48,,3a549dea-f588-417b-a658-77f70cc9a9b4,Water Point,water_point,5,Building,bu,49.45139,-17.46933
Ambatofolaka,active,create,480a3fbc-d867-4627-be4c-01cbecbbe7c0,,3a549dea-f588-417b-a658-77f70cc9a9b4,Water Point,water_point,5,Building,bu,49.45154,-17.4694
Ambatofotsy,active,create,28499488-abc3-4f62-935c-2a60d4193f0e,,38679362-2eb0-4eb1-87d0-6b78fa7e733d,Water Point,water_point,5,Building,bu,45.58884,-24.55054
Ambatofotsy,active,create,b49b507f-c6c1-476d-a5fc-c43c522fcd07,,3f9a4d6c-ec41-43cc-983e-87211280c482,Water Point,water_point,5,Building,bu,45.39982,-24.05532
