locationname,locationstatus,method,locationid,locationparentname,locationparentid,locationtype,locationtypecode,locationadminlevel,locationphysicaltype,locationphysicaltypecode,longitude,latitude
EPP Tanimena Maikandro,active,create,75c7d525-f041-4e5e-af0f-8a8cda577686,,8679b3d6-5cd2-452c-a750-64852aed9091,EPP,epp,5,Building,bu,,
EPP Taninary,active,create,770ed5b1-4b8f-43da-8b99-2aacd9cf1b28,,5bcb6825-4d99-49d7-8cbb-405656b405a0,EPP,epp,5,Building,bu,,
Epp Tanindranto,active,create,92a645e1-3100-4c39-9261-485dcffdb5f5,,437a9492-22a6-4e12-9d03-efe8f0fa03b0,EPP,epp,5,Building,bu,,
EPP Tanisoa,active,create,29dc6dd8-b8b7-4b25-b00d-04fb912c689d,,7f7cb8bd-821d-4a37-a082-857c31f043e5,EPP,epp,5,Building,bu,,
EPP Tanisoa,active,create,7f4ac4c9-f075-48ae-b908-b89bd605403c,,72b4a644-c3f9-4bc0-a899-d2718c997697,EPP,epp,5,Building,bu,,
EPP Tanjona,active,create,fdcf2181-cf80-43e6-8972-aed4e8f3eda7,,fb4109a8-aee4-4f44-a7a1-962e2cc4a856,EPP,epp,5,Building,bu,,
EPP Tanjondava,active,create,58b8d9fe-8db9-4acb-90e6-366fc0764b57,,44fdd833-7d80-465b-916a-48e47588e441,EPP,epp,5,Building,bu,,
EPP Tanjongato,active,create,edf5243b-5dfe-4b2d-8e01-0586f41d3de7,,1924b614-2fdb-4a0c-86ca-6eb56d9f09bf,EPP,epp,5,Building,bu,,
EPP Tantalavalo,active,create,ddd193cf-a9ee-43ff-949f-bc054633a3a9,,f5f5ca62-9c92-4a75-b7f5-3bd7e69c3fcb,EPP,epp,5,Building,bu,,
EPP TAOLABIBY,active,create,0a511974-0c00-40e1-b1d9-a24c3802f7e7,,366cee99-fa7b-449c-b4e5-357bbd7a94ad,EPP,epp,5,Building,bu,,
EPP Tapakiky,active,create,c6669b07-3501-4fec-8bb5-edee9e07a550,,d3d25be2-06b3-48c7-9126-ec715f2d3ac7,EPP,epp,5,Building,bu,,
EPP Tapenamanga,active,create,312d3384-08aa-4bd6-a07c-91436207ca16,,004c124d-e738-47d5-9810-48b5236e3fee,EPP,epp,5,Building,bu,,
EPP Taranake,active,create,f0aac7ab-8cf1-476c-b959-0c2265ae67cb,,d2953469-fbf7-4ece-a9df-8c1b00a96ede,EPP,epp,5,Building,bu,,
EPP Taranantsoa Ankitry,active,create,ce4a1a67-4789-4538-9193-f5ea94e92a3f,,124696f9-87ed-4178-ba7c-d100268dddba,EPP,epp,5,Building,bu,,
EPP Taranty-Ambendra,active,create,d4bb7048-76e0-4f59-ac77-9e8e91cfc8a5,,124696f9-87ed-4178-ba7c-d100268dddba,EPP,epp,5,Building,bu,,
EPP Taratasy,active,create,c85c869a-138e-42dd-a12f-eb4a5720f19f,,e9bfd037-3c2b-4697-b9d8-a5fed6c85641,EPP,epp,5,Building,bu,,
EPP Tatamaly,active,create,435821ce-f4b3-4956-a4fa-0cba4b677430,,2459c1e7-a964-4a90-93a8-29c5f85b911a,EPP,epp,5,Building,bu,,
EPP Tatamo,active,create,37c648be-9a8e-4371-a272-bf0fb0d129b3,,7f7cb8bd-821d-4a37-a082-857c31f043e5,EPP,epp,5,Building,bu,,
EPP Tatimo,active,create,19910339-e4aa-4caf-8af1-e9ac5bcc8982,,79b58d2f-f069-41fe-87c5-45f20f3263c9,EPP,epp,5,Building,bu,,
EPP Taty,active,create,c14e1ade-d68b-478e-93ba-f7182cbd7ea9,,5c823676-3a79-4633-9d0e-5579ca10794d,EPP,epp,5,Building,bu,,
EPP Tavia,active,create,a2e6b928-a52f-4326-9a86-b086cfd574b1,,72eacb6f-9dd0-4e44-912f-e49f400d54ee,EPP,epp,5,Building,bu,,
EPP Taviala,active,create,454a3c01-0dc8-4ac5-9576-ada3e033d00d,,449f3116-932e-47b8-99f3-d5dab0a81f7f,EPP,epp,5,Building,bu,,
EPP Tavivola,active,create,dd421542-454a-446d-8cb3-93fa0772341c,,dd817f06-0675-4ded-9eee-9954521e6eda,EPP,epp,5,Building,bu,,
EPP TAVOLOFATRA MIRAY,active,create,da4af7d1-5f62-4dc3-87d6-0ecabf1d3cfe,,f89149d2-fc42-4424-82df-282ed659eadc,EPP,epp,5,Building,bu,,
EPP Telolonaka,active,create,96f1d40d-53cf-4aa6-acd1-4b9302c87fc6,,0bf73c8c-45bc-4df8-8ebe-2fdd87a51f00,EPP,epp,5,Building,bu,,
EPP Telorano,active,create,80703dfd-c28c-4177-bc18-5d3b68b59282,,7a781fab-5cf6-44df-a9e6-9203b3fb9e2a,EPP,epp,5,Building,bu,,
EPP Tenimasy,active,create,7b08875c-e7a3-4347-b829-d2047e008281,,24abfa68-584b-404e-af76-192a7b683152,EPP,epp,5,Building,bu,,
EPP Tenina,active,create,4a7ef261-86e4-41d2-8d0e-e4b37928439c,,23ac63b4-902a-48d5-a59e-f5d3c1e57eb3,EPP,epp,5,Building,bu,,
EPP Teninde,active,create,e0dbb821-357a-4b79-a762-5c414cb46a69,,6605a637-2852-48e9-ac45-274e97cbaf78,EPP,epp,5,Building,bu,,
EPP Terabovo,active,create,a299473b-d6c4-4eef-a6ea-1f45f33412d4,,d2953469-fbf7-4ece-a9df-8c1b00a96ede,EPP,epp,5,Building,bu,45.76134722,-25.20883611
Epp Terahanaombitelo,active,create,e4570303-0904-40f4-8b85-d61e7f448f17,,86cd5df6-1d27-4762-a604-046137c1db52,EPP,epp,5,Building,bu,44.718376,-24.882388
EPP TERAHANAOMBITELO,active,create,4c51a8f6-80f7-448c-a77b-1ec154f3ad93,,86cd5df6-1d27-4762-a604-046137c1db52,EPP,epp,5,Building,bu,,
EPP Terakabo,active,create,8e614081-f825-430f-b9e1-66c9b1bbc8c1,,1ca7d983-3fc1-4051-ae7a-79d706bfbf18,EPP,epp,5,Building,bu,,
EPP Tevanigara,active,create,d580b38a-10d6-4948-8dbb-ced76391b98b,,be3d52e6-3858-492c-877d-fa9415694e26,EPP,epp,5,Building,bu,,
EPP Tilihitse,active,create,62267a8e-df7c-4e31-8e9d-46442f951721,,45080bdf-d7cf-4745-b19b-f06c4dac96c0,EPP,epp,5,Building,bu,,
EPP Tirimby,active,create,21ec2254-06f6-4f11-ba3e-9099831d1699,,45080bdf-d7cf-4745-b19b-f06c4dac96c0,EPP,epp,5,Building,bu,,
EPP Toby Mahavelo,active,create,c6cf278a-9ffa-49f2-828e-463b39e3bdfe,,f8f6820f-96eb-4999-82ec-8b809cff94de,EPP,epp,5,Building,bu,,
EPP Toby Ranovelona,active,create,0421c970-a2de-4f86-a1db-9d3a5c26fcac,,700c68ef-f8dc-4f83-9339-037f8ef0c675,EPP,epp,5,Building,bu,,
EPP Todia,active,create,33960eb9-4dd9-43f3-9b86-87815b0a52bd,,24abfa68-584b-404e-af76-192a7b683152,EPP,epp,5,Building,bu,,
EPP Toitsaomby,active,create,cdaa6d75-cd97-4dfc-8145-2bfca9d8f493,,737b836b-4768-4e5b-9e71-bc5fdcd29c63,EPP,epp,5,Building,bu,,
EPP TOITSAOMBY,active,create,f9261b27-87a5-4d19-9b87-03e303cbd812,,737b836b-4768-4e5b-9e71-bc5fdcd29c63,EPP,epp,5,Building,bu,,
EPP Tokoendolo,active,create,70987d52-c2bc-47de-851d-8838c2435b92,,2a6c5d0f-25d2-463a-ac89-0e4a8870bcf7,EPP,epp,5,Building,bu,,
EPP Toliara Centre I,active,create,46f88f44-6232-4be4-a2cc-7832bfc42625,,c4d59d0a-7b64-43c0-8df8-8fa1082261ba,EPP,epp,5,Building,bu,,
EPP Toliara Centre Ii,active,create,03a1b3b8-7c63-4338-b4a4-5bd3f8efa616,,c4d59d0a-7b64-43c0-8df8-8fa1082261ba,EPP,epp,5,Building,bu,,
EPP Tolikisy (Mahereza),active,create,969edfbb-43f4-4fa8-8fbc-4d5759bb5d9e,,42164123-cc7e-4c76-94d0-54cfa470a952,EPP,epp,5,Building,bu,,
EPP Tolongoina,active,create,d5c13b9e-2f23-4122-9331-3bc19ecf6fd5,,2459c1e7-a964-4a90-93a8-29c5f85b911a,EPP,epp,5,Building,bu,,
EPP Tombatafika,active,create,1e740175-50af-4dd0-96b9-6ea91f1f0857,,f2a37521-c368-436c-a4fa-ff04c200248e,EPP,epp,5,Building,bu,,
EPP Tomboarivo,active,create,40e176b2-b301-4d1e-a03b-eb04845f8228,,b11dd42f-b61d-434b-b093-b348f4a0f70d,EPP,epp,5,Building,bu,,
EPP Tombodriha,active,create,8c2cee98-4e6c-4788-9b40-323ba3d336d4,,b5fe0bf8-5cae-4547-aa77-85169b53a690,EPP,epp,5,Building,bu,,
EPP Tombohany,active,create,b490c725-644a-4b03-8e69-b8334748d4e2,,55d60ad9-07f3-42c7-b2c2-64b6840ad748,EPP,epp,5,Building,bu,,
EPP Tomily,active,create,9ddbde2e-0a52-483f-aff7-4fec17c56a33,,8f572186-72b7-414f-bd37-f4b91c431017,EPP,epp,5,Building,bu,,
EPP Tomily Centre,active,create,31241915-3ddb-4893-9157-f8764ebf8579,,edd7bc75-fc97-4748-840c-2fc554322284,EPP,epp,5,Building,bu,,
EPP Tomily Sihy,active,create,626dfc01-7a1c-48c7-a165-3b89d2a86a02,,ec2ae9c9-14fb-49fb-860f-ecc5f82c0a43,EPP,epp,5,Building,bu,,
EPP Tondraka,active,create,e36fbcfe-cce0-4a6a-859a-79514c345908,,990cd430-5e3a-4a04-8e02-5613911be24c,EPP,epp,5,Building,bu,,
EPP Tondrobato,active,create,7b24fd74-03e2-46f7-8f09-7a3c2c14e94e,,b0b75bc3-3d2d-4024-9c82-e6a48874899c,EPP,epp,5,Building,bu,,
EPP Tondroke,active,create,fd0b553b-ff25-494d-bd0e-ec7528dd27b7,,d2953469-fbf7-4ece-a9df-8c1b00a96ede,EPP,epp,5,Building,bu,,
EPP Tonga,active,create,32916e46-ad33-477c-b9ef-8634cab01737,,8716f270-e924-4c35-8587-440e68237be1,EPP,epp,5,Building,bu,,
Epp Tongaenoro,active,create,74264bee-3fd2-4f1f-a0b9-74634452d0c4,,437a9492-22a6-4e12-9d03-efe8f0fa03b0,EPP,epp,5,Building,bu,,
EPP Tongah(Fitahiantsoa),active,create,c0d5cb31-d2db-4bb7-8c93-509689613c77,,b2a01df6-b6ae-49e1-ac21-2cc3805e4920,EPP,epp,5,Building,bu,,
EPP TONGAH (FITAHIANTSOA),active,create,1b7f56c5-7e83-44c7-9a55-e53e84e763e3,,b2a01df6-b6ae-49e1-ac21-2cc3805e4920,EPP,epp,5,Building,bu,,
EPP Tongaindroy,active,create,06eef399-1d8e-4880-9729-847e460100af,,a6b2e537-03d2-48d5-965a-c80ac9e49e1b,EPP,epp,5,Building,bu,,
EPP TONGARAHAMBA,active,create,cd68a38c-9a3d-4f42-9dc3-2040424d9f33,,74619b26-8d58-4381-8ef8-7eeadf3ff542,EPP,epp,5,Building,bu,,
Epp Tongay,active,create,b6d36219-f91e-4198-8914-7446009d4a99,,882803ed-5f77-4f96-a53b-65e2fa842430,EPP,epp,5,Building,bu,,
EPP Tongay,active,create,12392e28-680a-48b9-abac-2ac625b22a33,,4ffed295-ec56-43aa-9308-71bed6e61efe,EPP,epp,5,Building,bu,,
EPP Tongay Anivorano,active,create,d9a14828-81ee-421f-aa42-b2486d52b9fd,,e55e5cf9-93c5-4358-b3da-2ac1e8354aa0,EPP,epp,5,Building,bu,,
EPP Tongoarahamba,active,create,8a548477-6b19-4e5f-91f2-f8b565beb247,,74619b26-8d58-4381-8ef8-7eeadf3ff542,EPP,epp,5,Building,bu,,
EPP Tongobe,active,create,505b1eda-fbb2-4e55-85f3-11ead7b059b6,,ce2eca63-a050-4ac6-9a4c-0c010e6ff06e,EPP,epp,5,Building,bu,,
EPP Tongobory,active,create,5458cc5a-d8c6-47b2-8724-f2091e7a8aeb,,def6ad65-b95b-4027-9957-23b6cbd2e260,EPP,epp,5,Building,bu,,
EPP Tongobory,active,create,84dd747d-fcd4-4783-a03e-80f32d089fa4,,16fb627b-e39c-499d-9b83-eea86f03409f,EPP,epp,5,Building,bu,,
EPP Torondrehy,active,create,1460579e-985c-432b-8c55-4ff013e63c81,,94714578-94db-40dc-80fe-2c8863e7f309,EPP,epp,5,Building,bu,,
EPP Torotosy,active,create,13ddd300-eceb-4387-86dc-986f637ec6e4,,6b1dcfda-74e1-480b-a9fc-1f706252544f,EPP,epp,5,Building,bu,,
EPP Tovona,active,create,cb451ef8-792a-4ae6-a5b5-4aa2af064fcd,,d87a25fe-3212-4e53-875e-3baaebbc9ae6,EPP,epp,5,Building,bu,,
EPP Trafonomby,active,create,c62ce9f4-2c3f-4a7b-bfab-39e060cbfca3,,5a6c4591-0c84-45fb-90de-a5c345cf6877,EPP,epp,5,Building,bu,,
EPP Tramba,active,create,518a5d01-a320-4f77-91b9-1774ee4fe7d9,,81fbdd83-3e3b-42a3-92c8-0c8a526a18d2,EPP,epp,5,Building,bu,,
EPP Tranambo,active,create,8b98286a-7e43-4898-8daa-7c8a3e43e423,,c149b572-ebc8-460b-8709-a7335b536d5f,EPP,epp,5,Building,bu,,
EPP Trangabitika,active,create,fff3945a-2905-4d50-b549-f0565b5d7318,,df16044d-7511-4334-9728-e8735eab9935,EPP,epp,5,Building,bu,,
EPP Tranokaky,active,create,d288ec46-a290-4fc0-8287-c6931b79d963,,be3d52e6-3858-492c-877d-fa9415694e26,EPP,epp,5,Building,bu,,
EPP Tranomaro,active,create,25eaf5aa-c478-45a9-8680-95298029a60a,,42c86929-005d-42d1-8277-50e374ff3337,EPP,epp,5,Building,bu,,
EPP Tranoroa,active,create,12a37861-24be-4947-b11c-2b82401106b8,,8746b844-7ee5-4c7c-9cc1-60fc3c529b15,EPP,epp,5,Building,bu,,
EPP Tranovaho,active,create,2da8691d-1e54-46ef-8e24-25afe6c116b0,,81fbdd83-3e3b-42a3-92c8-0c8a526a18d2,EPP,epp,5,Building,bu,44.984954,-25.302878
EPP Tranovondro,active,create,49e13e82-32f5-454d-a230-ca5a60e1005f,,42c86929-005d-42d1-8277-50e374ff3337,EPP,epp,5,Building,bu,,
EPP Tratravaky,active,create,19bd34d3-4828-4068-8a6a-74233f84d358,,89a67109-8797-47cd-88c6-847e829ff4ae,EPP,epp,5,Building,bu,,
EPP Trokagnombe,active,create,d3a0fded-79db-4c17-945b-1318c52162e3,,edd7bc75-fc97-4748-840c-2fc554322284,EPP,epp,5,Building,bu,,
EPP Tsaboahitsy,active,create,767918c8-217f-4bc7-bc40-e75ddbc1a657,,2cffa3f2-651d-4522-9324-3a1b8b7a3ac6,EPP,epp,5,Building,bu,,
EPP Tsahalana,active,create,7e59ed9d-4657-4ed2-8547-c9d2acfbcb83,,23c60a83-610e-47b9-8cff-457cc64273cd,EPP,epp,5,Building,bu,,
EPP Tsaharesa,active,create,4a8e3339-a70a-4ffa-ae97-08d7d86be4b7,,0aed832e-13f6-4542-bb3f-09e799934325,EPP,epp,5,Building,bu,,
EPP Tsakabalala,active,create,a6cbcd9c-576d-4611-b63e-9ecb283d4015,,4ffed295-ec56-43aa-9308-71bed6e61efe,EPP,epp,5,Building,bu,,
EPP Tsamoro,active,create,0237d76d-9bd3-4405-80f4-8b6182793119,,2fd3caa1-1186-4ac9-866c-0382971410fc,EPP,epp,5,Building,bu,,
EPP Tsanarena Sud,active,create,67d74d0a-3858-43fb-aec0-6553b4a71c7e,,42cbdedf-5db9-4c22-b0c3-58084dfaf401,EPP,epp,5,Building,bu,,
EPP Tsandamba (Havana),active,create,b15ef002-e85f-4a2a-b7fe-3f388f60781f,,5d3c096e-41c2-4ade-ab6e-a56ea42b1a96,EPP,epp,5,Building,bu,,
EPP Tsanerena,active,create,c1af0a43-032a-4d9c-bba7-2c59f05ad625,,1e3fc41f-fad4-480d-9155-ee57a7c7029e,EPP,epp,5,Building,bu,,
EPP Tsangora,active,create,ace23b36-9cc5-41f7-a2fc-d0fd53a7b882,,5760df4c-d71e-47ec-b2db-3965ac5b4a96,EPP,epp,5,Building,bu,,
EPP Tsanirena,active,create,ea872c73-ab8c-4491-98eb-47402f63835f,,07432254-16b2-4737-bb8b-1684e439ba6b,EPP,epp,5,Building,bu,,
EPP Tsanofoha,active,create,f140616d-40d7-4ca0-af31-ea6f3ff08cca,,da3cc27f-2630-470f-9609-881e4b74a253,EPP,epp,5,Building,bu,,
EPP Tsanoriha,active,create,91c1c0b8-4851-4b7c-aa56-2e642d9a4006,,0daef0d0-24e5-4bf3-92fd-9cf64f61fe7a,EPP,epp,5,Building,bu,,
EPP Tsapa,active,create,ac55d9f7-1608-4153-ba03-1c5fbc622b97,,a6fe0fd7-79e8-41ed-b5a4-2be45df7f47c,EPP,epp,5,Building,bu,,
EPP Tsarabanja,active,create,933104e3-5062-49b5-9651-eed3939ffd9a,,2cffa3f2-651d-4522-9324-3a1b8b7a3ac6,EPP,epp,5,Building,bu,,
EPP Tsarafidy,active,create,1ea6fb0b-fb29-4c14-aaca-ac0f98931962,,67549f20-ca9c-4f98-8c68-10dfc69193f9,EPP,epp,5,Building,bu,,
EPP Tsarafonenana,active,create,7595b7bc-e41d-4f10-97d0-5d39eeb06e92,,05738877-4370-4e6d-8a4f-50bc9e33b1fb,EPP,epp,5,Building,bu,,
EPP Tsarafonenana,active,create,a269e94a-ee8b-4885-89ac-1dd925d04ed7,,5a3d29c2-aa29-4d91-b7b9-504908c45fc2,EPP,epp,5,Building,bu,,
EPP Tsaragisa,active,create,6b377c8c-f5f4-4859-8bdc-781de30a1a5a,,0aed832e-13f6-4542-bb3f-09e799934325,EPP,epp,5,Building,bu,,
EPP Tsarahafatra,active,create,5d60841c-7c13-494f-afe0-9cacc049dfe4,,ae2380b1-744a-4772-9ea4-dff3942ce957,EPP,epp,5,Building,bu,,
EPP Tsarahasina,active,create,b63169bd-7265-406e-aa7e-57b5365d8a06,,5126cb76-a6cb-4f7d-9911-4b9adbe05dfa,EPP,epp,5,Building,bu,,
EPP Tsarahoavy Fenoarivo,active,create,7ed4822d-63dd-4840-90cd-55a5db76b7d7,,b9c88c2b-41c5-4a20-993d-01dc6d4e361e,EPP,epp,5,Building,bu,,
EPP TSARAHOAVY FENOARIVO,active,create,d32a7565-6ef0-44a7-8fa6-e8b1fdabfd61,,f47f0a8c-b579-4ac6-9c46-89a0d7eaf543,EPP,epp,5,Building,bu,,
EPP Tsarahonenana,active,create,0221ba72-09a6-4a58-8f07-106372c6df69,,40744758-ba7d-41fe-9808-9baa699ff984,EPP,epp,5,Building,bu,,
EPP Tsarahonenana,active,create,10bdafe4-6523-42f1-a4c7-a77e524b91cc,,125ca331-18ac-4bdb-86cf-ea6bfd8d78fa,EPP,epp,5,Building,bu,,
EPP Tsarahonenana,active,create,1d3fcdac-21e3-4d3e-a064-dda6d89dfc09,,c57ca8c1-8a7e-4e4e-a256-966a4bb1fa8d,EPP,epp,5,Building,bu,,
EPP Tsarahonenana,active,create,27587aff-3e3a-497c-88a1-ffbdd006000a,,c453fa07-d830-4ce5-b5fd-efb22f9ec0ea,EPP,epp,5,Building,bu,,
EPP Tsarahonenana,active,create,5c58bafd-d53b-408f-8c57-ca806dad1e88,,ef7746ef-e650-4e92-a525-a018991c24e1,EPP,epp,5,Building,bu,,
EPP Tsarahonenana,active,create,694e461a-4fd5-46b5-b6b0-504b4ac1c4db,,a3b1d808-19fb-4a32-8aa8-f472f4ccbc8d,EPP,epp,5,Building,bu,,
EPP Tsarahonenana,active,create,8e4b2861-db7c-4b72-807c-f0100a9234fc,,934e3063-45ac-4a16-86ac-53f10c63b0e3,EPP,epp,5,Building,bu,,
EPP Tsarahonenana,active,create,e182caa9-ec3f-4c3f-8ba7-81d12e84d71b,,eadf078b-2054-4723-8af1-5d16c18ac240,EPP,epp,5,Building,bu,,
EPP Tsarahonenana Ii,active,create,53224a14-d72e-428a-aa73-a3f87cb50908,,268d4bdb-a317-465f-82ac-616f0ffc7326,EPP,epp,5,Building,bu,,
EPP Tsaraitso,active,create,f36d31af-acbf-47ba-8d18-c638ceea972a,,2cea6eba-f6de-440e-8bc6-5fb3d5aa2bad,EPP,epp,5,Building,bu,,
EPP Tsarakianja,active,create,3ad84d65-e1e1-41dd-8654-e6ac2a48b72e,,05d247a1-575a-4a84-9fa2-58416adfda82,EPP,epp,5,Building,bu,,
EPP Tsarakianja,active,create,5e9308a3-1864-411a-8837-775b8b83cd56,,47e2dd89-1105-400c-b297-ac74e69b6969,EPP,epp,5,Building,bu,,
EPP Tsarakianja,active,create,6f805c5f-e91b-4eb0-8120-5ea04134afa0,,268d4bdb-a317-465f-82ac-616f0ffc7326,EPP,epp,5,Building,bu,,
EPP Tsarakianja,active,create,764a0e31-7d6b-4d95-9eeb-21a101156d9d,,d1b02b96-9c79-4a8f-bf17-6438e8357bbc,EPP,epp,5,Building,bu,,
EPP Tsarakianja,active,create,c871c609-9f8e-4046-849e-f9ac0db4aead,,7b584f4b-fa90-459c-9c0f-d69ac7035f70,EPP,epp,5,Building,bu,,
EPP Tsarakianja,active,create,e8fda039-f5f8-4704-b5e0-725012202857,,66fbdbb7-ab1e-45f0-9b4f-2fe57550b89d,EPP,epp,5,Building,bu,,
EPP Tsarakianja B,active,create,12edfdba-f1f5-42c3-8285-d76476fdf09c,,40744758-ba7d-41fe-9808-9baa699ff984,EPP,epp,5,Building,bu,,
EPP Tsarakianja Est,active,create,dc3f7bec-9f50-4d6f-8382-c38883bee555,,0791ade5-7ea2-4216-9e4f-c2e945b7b158,EPP,epp,5,Building,bu,,
EPP Tsarakianja Ii,active,create,0d873cc2-bb1a-4dd6-ab39-52ea97a8c775,,66fbdbb7-ab1e-45f0-9b4f-2fe57550b89d,EPP,epp,5,Building,bu,,
EPP Tsarakianja Ii,active,create,44e56524-8eca-4eaf-94f1-3b5e8e205379,,69b0e332-3196-47e1-82f4-948dabdd1160,EPP,epp,5,Building,bu,,
EPP Tsarakianja Sud,active,create,7767c1b6-4842-435b-bd5a-5f22a746187c,,8ec83c3f-8e5f-4e4c-88dc-3e54ace5b98f,EPP,epp,5,Building,bu,,
EPP Tsarakianja Sud,active,create,9bb60e4f-f93f-4ac3-87b7-e9d9ade58fca,,778f0e89-e11c-48b4-a761-8fac553ba15e,EPP,epp,5,Building,bu,,
EPP Tsaralanitra,active,create,39088d17-b71c-406f-95e0-4e2371d93b21,,5a3d29c2-aa29-4d91-b7b9-504908c45fc2,EPP,epp,5,Building,bu,,
EPP Tsaralazaina,active,create,5174cbbe-dedd-4cf9-9696-d8ceacbb5641,,a53fc23e-85e3-47fd-9d6b-41240da76e28,EPP,epp,5,Building,bu,,
EPP Tsaralera,active,create,101eb181-d9c2-4d59-a9ba-92b0831c6fd1,,e416ff2e-eef2-487d-88dc-7ce73dae3a6a,EPP,epp,5,Building,bu,,
EPP Tsaralera,active,create,b9102c51-3126-46b9-b1f6-eb04f3c24361,,2e2e317e-904c-47cd-8343-1ae1d109e510,EPP,epp,5,Building,bu,,
EPP Tsaramainandro,active,create,99828596-2233-4252-8cdc-d75938791266,,053d4f7a-b383-4faa-b224-8418ecabf446,Water Point,water_point,5,Building,bu,49.15117,-17.305
EPP Tsaramainandro,active,create,c238042d-4197-489d-8cc1-ebea4ca4418f,,053d4f7a-b383-4faa-b224-8418ecabf446,Water Point,water_point,5,Building,bu,49.15121,-17.43044
EPP Tsaramandroso,active,create,067b28ec-9660-41e0-9a46-bed9612e2900,,7f7cb8bd-821d-4a37-a082-857c31f043e5,EPP,epp,5,Building,bu,,
EPP Tsaramandroso,active,create,0ac2b6c3-3808-4d7b-9768-532e53f9f17f,,ba2ac9bc-d750-4d66-8a12-c5d3f651267d,EPP,epp,5,Building,bu,,
