locationname,locationstatus,method,locationid,locationparentname,locationparentid,locationtype,locationtypecode,locationadminlevel,locationphysicaltype,locationphysicaltypecode,longitude,latitude
CSB Saf Fjkm Ambohimamory,active,create,916684b7-fea3-480b-a0e4-91da0d9dda52,,b822118e-223a-49b4-b7e5-72adbda546b4,CSB2,csb2,5,Building,bu,47.481,-18.917
CSB Saf Fjkm Ambohimangakely,active,create,d2d195cc-b74e-4549-bb2b-e308f0090e55,,b410d757-4164-40f6-af32-3d635b6ac48b,CSB2,csb2,5,Building,bu,,
CSB Saf Fjkm Ambohitrarahaba,active,create,0ed14639-9dfd-464f-88eb-db438111bf6f,,b410d757-4164-40f6-af32-3d635b6ac48b,CSB2,csb2,5,Building,bu,47.55,-18.83
CSB Saf Fjkm Ambondromamy,active,create,27065917-7808-413f-bd42-e0decae4c2f8,,4210fe26-7cf0-40ad-96c0-4b64e9c590b7,CSB1,csb1,5,Building,bu,,
CSB Saf Fjkm Ambondromisotra,active,create,d887d582-46b1-4bd2-99f7-17de333e764c,,9fa3d656-1b8d-4342-b43d-a6de5f0491b7,CSB2,csb2,5,Building,bu,46.906,-20.324
CSB Saf Fjkm Ambositra,active,create,0678d970-b8d2-4616-b6f8-3a3cf5720883,,8983f82e-d270-48c6-8f60-904737dd50a4,CSB2,csb2,5,Building,bu,47.243,-20.549
CSB Saf Fjkm Ambovombe Centre,active,create,04f9cafe-adb1-458e-ab6f-cdef1a56fce9,,1987469b-e697-4441-a514-1c99e7d1fa08,CSB2,csb2,5,Building,bu,47.076,-20.702
CSB Saf Fjkm Ampitatafika,active,create,9c4aa038-ac06-407b-a2aa-dfd65d5354f4,,d02509a7-7bbd-46f6-aa68-206ea872b74b,CSB2,csb2,5,Building,bu,,
CSB Saf Fjkm Analakely,active,create,01d2ef05-bcce-4644-88e8-3ca865546523,,cfcdfdc5-3a52-4528-ba1f-753d8eed8aea,CSB2,csb2,5,Building,bu,47.526,-18.914
CSB Saf Fjkm Analamahitsy,active,create,28be3984-92c2-4242-a35f-f85ee20dd7e0,,e70844ea-2707-4622-8105-8046abf81235,CSB2,csb2,5,Building,bu,47.549,-18.924
CSB Saf Fjkm Andolofotsy,active,create,67337fc4-c1b1-4760-9ade-f9023677695c,,62a2864a-ab97-4f07-9225-4ed6393ef8b0,CSB2,csb2,5,Building,bu,46.628,-19.133
CSB Saf Fjkm Andranofasika,active,create,3996db4a-373a-44f4-a19b-6317df648ffd,,4210fe26-7cf0-40ad-96c0-4b64e9c590b7,CSB1,csb1,5,Building,bu,46.846,-17.835
CSB Saf Fjkm Ankadimbahoaka,active,create,ebc251a3-6c22-4397-aa41-13c7b449d4e2,,a5e56324-dfbe-4373-827e-772232cfc7e0,CSB2,csb2,5,Building,bu,47.524,-18.904
CSB Saf Fjkm Ankavandra,active,create,f404b263-97c8-4b2a-b2c4-9e569e1109fc,,9143467f-f83c-401d-aa04-d4fdcc40e9f5,CSB2,csb2,5,Building,bu,45.297,-17.818
CSB Saf Fjkm Ankisabe,active,create,89a1b0c1-488d-4efc-9526-dc996f13ca2b,,f7eea768-16d1-4fea-b53b-8548cae08258,CSB1,csb1,5,Building,bu,46.481,-18.892
CSB Saf Fjkm Antarandolo,active,create,453a23c8-fc0d-439e-a70f-d355b1ef2765,,7911b2b3-36e6-4171-a185-c6fc6293880e,CSB2,csb2,5,Building,bu,47.092,-20.97
CSB Saf Fjkm Antsampandrano,active,create,34232db2-c22c-4e4c-a1ec-b35d6d075aa7,,6325a166-f117-46a6-aabc-d1cee393b5ef,CSB2,csb2,5,Building,bu,47.567,-18.84
CSB Saf Fjkm Antsiranana I,active,create,a8cc8731-7d7f-419c-904c-7948a8bd1e28,,7c9fd4f2-3ea7-42a0-97fa-c2a003cb5e20,CSB1,csb1,5,Building,bu,49.295,-13.53
CSB Saf Fjkm Antsohihy,active,create,e56e59db-12f1-48ca-91e2-171f6a4acb0f,,8ef31067-3223-4784-9355-e642ef1875f8,CSB2,csb2,5,Building,bu,,
CSB Saf Fjkm Avaratr'Andohalo,active,create,7011d976-54bb-45a3-99c8-2d094533d3f8,,87073296-0c8f-4c3d-be03-657969c6517a,CSB2,csb2,5,Building,bu,47.532,-18.883
CSB Saf Fjkm Bealanana,active,create,6304dd97-32b1-4548-93a7-868a219038a7,,b63e5ef9-20a9-46a0-aa86-23a87f91ed22,CSB1,csb1,5,Building,bu,,
CSB Saf Fjkm Behenjy,active,create,d16caf62-4f18-4632-8141-8a926b40a343,,102f119a-77e8-4a9a-a330-84acb32ae931,CSB2,csb2,5,Building,bu,,
CSB Saf Fjkm Belanitra,active,create,eab1834e-12ea-446c-9ad2-087e5339ac1c,,f4167f23-decb-4494-9c6f-975f1a3a9876,CSB2,csb2,5,Building,bu,,
CSB Saf Fjkm Fib Ankadikely,active,create,68a14220-f7cc-4b58-88e2-78d60e62ded9,,ab4e40a5-3556-4cf2-977c-d04a00c9848b,CSB1,csb1,5,Building,bu,47.557,-19.086
CSB Saf Fjkm Imerimandroso,active,create,9132ff99-19c6-40a2-a6f3-eb57f3bc55a7,,778843d7-ab61-42a3-af0c-aa1e9e2b85aa,CSB2,csb2,5,Building,bu,48.593,-17.43
CSB Saf Fjkm Isotry Fitiavana Isoraka,active,create,9d08dfc5-8ae3-4200-9e8b-8820240d1320,,fd2f9598-c615-4599-b203-c706e44971a1,CSB2,csb2,5,Building,bu,47.52,-18.876
CSB Saf Fjkm Mahalavolona,active,create,38d596c7-bf70-4d1f-b045-1181a13121c4,,aa63293d-2c8c-4fd0-9966-292db2df900b,CSB2,csb2,5,Building,bu,47.53,-18.944
CSB Saf Fjkm Mahasolo,active,create,5b6a9d17-3271-4ac9-a090-6f6e703652a8,,a50c299a-6f6d-4aa3-8ee3-cd159a70f70a,CSB2,csb2,5,Building,bu,,
CSB Saf Fjkm Moramanga,active,create,145ab3d5-630a-4907-96d1-b68b0d45e786,,0f8f5ecf-2476-45ba-b232-14f851a9c1da,CSB2,csb2,5,Building,bu,48.214,-18.941
CSB Saf Fjkm Rafaralahy Andriamazoto Anjanahary,active,create,958d0c02-10c4-4b1a-ba0b-a2620d1dfd60,,a5e56324-dfbe-4373-827e-772232cfc7e0,CSB2,csb2,5,Building,bu,47.536,-18.91
CSB Saf Fjkm Samaritana Ambatobe,active,create,3d25c319-91d7-4c0a-bdd6-3de747b76aec,,e70844ea-2707-4622-8105-8046abf81235,CSB2,csb2,5,Building,bu,,
CSB Saf Fjkm Sanganoro,active,create,91e1fee4-36a9-4d84-ae59-5a2c1deb539f,,82686a84-8a84-430b-8b72-1a932ce1b635,CSB2,csb2,5,Building,bu,46.768,-18.976
CSB Saf Fjkm Tanjombato,active,create,b523b789-938e-43c0-8101-edd0e71fe84c,,611d8b2e-ace3-40a7-bf5e-3a5edfaf39c7,CSB2,csb2,5,Building,bu,,
CSB Saf Fjkm Tsinjoaina Analakely,active,create,d292a3bc-cafa-4e89-b268-ce9a19e33eea,,87073296-0c8f-4c3d-be03-657969c6517a,CSB2,csb2,5,Building,bu,47.527,-18.903
CSB Saf Fjkm Tsiroanomandidy,active,create,037f21ac-eb27-430e-b33f-21b92c651863,,10655219-32de-4f05-ba3d-2b74a6ae3ff3,CSB2,csb2,5,Building,bu,46.05,-19.004
CSB Sahamamy,active,create,73d64620-caf6-47e8-9f33-6cf658db1ebc,,12d5bf43-1d48-49ae-8fb5-a6f4730a5ebc,CSB2,csb2,5,Building,bu,48.3,-17.516
CSB Sahamandresy,active,create,2e03b86d-650a-467e-a578-6c2859c2d9f1,,fa31c7f9-0406-4080-9385-598dbffe794a,CSB2,csb2,5,Building,bu,46.988,-20.508
CSB Sahambano,active,create,cc365b69-2362-41f6-8f5d-2a84e6e87d6a,,e4af8d96-571f-40ad-84cb-68b4aa448a04,CSB2,csb2,5,Building,bu,46.281,-21.628
CSB Sahambavy,active,create,4b12c4b0-0ad7-410b-94fb-958ca7cefccb,,7d21d7e0-3b42-4a18-9a49-157e27ae54ed,CSB2,csb2,5,Building,bu,47.257,-21.465
CSB Sahamena,active,create,f802e4a9-9798-4e42-9050-a728f2ed5e72,,627d2d57-a002-428c-b845-66ecf0afae48,CSB1,csb1,5,Building,bu,47.139,-21.437
CSB Sahanidingana,active,create,9f39e6f3-0ce6-43ff-8216-5d4edb91c0d1,,439548d0-f10c-4ac6-961e-209a0bb459c0,CSB1,csb1,5,Building,bu,,
CSB Sahanivotry Atsimo,active,create,4d5fd075-3893-4458-a4d6-511d8b7e6104,,93018353-d128-485a-82a1-9fe05547b161,CSB2,csb2,5,Building,bu,47.059,-19.726
CSB Sahanivotry Atsinanana,active,create,5b0fcf92-2b61-4197-a59b-07f6523ce8a0,,4c9a531c-9d88-4d5f-b582-f74dea6e0a20,CSB2,csb2,5,Building,bu,47.269,-19.864
CSB Saharevo,active,create,0b48247b-c959-4421-9da2-104cf8972f0d,,a90ddcd0-a29d-41d5-9f4d-b85b0785fe7c,CSB1,csb1,5,Building,bu,48.189,-18.924
CSB Sahatona,active,create,9fa72136-ef6c-49d8-b3a5-fe9924d8c162,,86f42256-d6a0-4879-ab23-a142e880897f,CSB2,csb2,5,Building,bu,47.102,-21.83
CSB Sahave,active,create,87b936c2-5de2-4286-8ea4-41ece5f7049a,,86f42256-d6a0-4879-ab23-a142e880897f,CSB2,csb2,5,Building,bu,47.116,-21.826
CSB Sahavolo,active,create,dc1ad7d5-f1e5-44b9-8f98-0d960d71215a,,5761b2f3-1199-4fca-880a-73af2319edec,CSB1,csb1,5,Building,bu,48.648,-17.045
CSB Sainte Anne,active,create,ad2a114f-5948-48cc-9c3e-9f0891706f13,,e2cb4d42-5fe7-4733-95a9-90877a1f3f37,CSB2,csb2,5,Building,bu,47.471,-20.474
CSB Sainte Anne Antsiranana I,active,create,58db13e1-d33a-4788-b307-b36b5ea2c63e,,a973d9be-89f5-477b-b59d-ba337e645dcc,CSB1,csb1,5,Building,bu,49.309,-13.991
CSB Sainte Trinité Ihosy,active,create,3cb418c0-6040-4868-946b-ade5d302d83e,,b70550d6-2ce0-4833-b0af-f6943b3f1e41,CSB2,csb2,5,Building,bu,46.088,-21.441
CSB Saint Fidel Antsakabary,active,create,22160af8-23e8-49e3-b079-e7dc516034ff,,74b95dd2-e560-4a0c-9c82-05ec4b8856a5,CSB1,csb1,5,Building,bu,,
CSB Saint Gabriel Mahajanga,active,create,e6009464-1df1-4995-9048-fa09aca537fd,,fe7ec12f-51a4-41f6-9e29-262df5c89b66,CSB1,csb1,5,Building,bu,46.316,-16.543
CSB Saint Ignace De Loyola Ambohimangakely,active,create,17ed0ca1-d783-4ee5-9287-51b3ba0c60ef,,7f551908-5e7e-4e9d-a91a-500fb48a786b,CSB2,csb2,5,Building,bu,47.591,-18.942
CSB Saintsoa,active,create,660b4c9b-6ca7-4ceb-88a5-f1439882e813,,7d21d7e0-3b42-4a18-9a49-157e27ae54ed,CSB2,csb2,5,Building,bu,,
CSB Saint Sylvestre Et Cathérine Belobaka,active,create,158bc106-7b6f-4141-a436-b3059060e611,,3c1737e9-bcba-4e4f-87e9-fb618d99b6c9,CSB1,csb1,5,Building,bu,,
CSB Saint Vincent De Paul Soavina,active,create,786b7358-dc35-4538-8cb5-e918e1f57104,,c6677845-2fbe-4619-b7d3-aa6577c8975f,CSB2,csb2,5,Building,bu,46.784,-19.676
CSB Sakalalina,active,create,0b335048-b3ad-4949-a15a-df26772efc25,,e4af8d96-571f-40ad-84cb-68b4aa448a04,CSB1,csb1,5,Building,bu,,
Csb Sakamasay,active,create,a91454cc-9f53-4ed8-afe1-f203b4fa49a1,,09b3b46f-71a1-45f7-9ab4-b93e449e2205,CSB2,csb2,5,Building,bu,,
CSB Sakaramy,active,create,61e4a462-1b71-40fd-8845-9db9f8072f5f,,6b99bb4b-46c6-4013-90d0-a130f96653bd,CSB2,csb2,5,Building,bu,49.261,-13.086
Csb Sakatihina,active,create,3dcdd8b9-e9d1-4457-b2ef-99af0f649c38,,a620857b-f0ee-4a4f-a743-4cf1731d9a9c,CSB2,csb2,5,Building,bu,,
CSB Sakay,active,create,cb06b103-07cc-42ac-af90-b4f4f9784520,,627d2d57-a002-428c-b845-66ecf0afae48,CSB2,csb2,5,Building,bu,46.603,-21.438
CSB Sakoagna,active,create,3d6b6f0f-b204-4bed-b898-85bb147daaa0,,8ec83c3f-8e5f-4e4c-88dc-3e54ace5b98f,CSB2,csb2,5,Building,bu,47.813,-21.923
CSB Sakoamadinika,active,create,5691f9da-46db-48ae-93cd-e0a647ac3c50,,0bfdefb5-199d-4524-9711-8bccf1d28e0d,CSB2,csb2,5,Building,bu,48.036,-16.901
CSB Salama Fitiavana,active,create,f2a3f4c9-4e75-4a9a-9a14-b6c9a6e374ff,,728559f2-bead-4286-83b8-630617f340e1,CSB2,csb2,5,Building,bu,,
CSB Salangaina,active,create,067a0f58-9c2a-4bc9-8918-266eac334a75,,05298366-d8c0-4f72-9f10-9669e8f06b0b,CSB2,csb2,5,Building,bu,48.916,-16.689898
CSB Salfa 67ha,active,create,fac54fb7-139b-46ae-8d1c-20c66c7c7535,,cfcdfdc5-3a52-4528-ba1f-753d8eed8aea,CSB2,csb2,5,Building,bu,47.507,-18.926
CSB Salfa Ambilobe,active,create,447aed9e-d868-4434-9940-fde7670fe277,,85de4cb1-78f0-4aa8-bbde-3a1299b66b2c,CSB2,csb2,5,Building,bu,49.048,-18.771
CSB Salfa Ambohibary,active,create,252025ea-e29d-478d-9ad7-49c643abbc8d,,658cafdc-b25b-4bc8-b00e-7b78d6b50aff,CSB2,csb2,5,Building,bu,47.137,-19.582
CSB Salfa Andohanilakaka,active,create,c6873a7e-8723-470f-a771-a159afb5e14b,,8aa6f5b3-49c6-4cd7-bafa-6d42272773d3,CSB2,csb2,5,Building,bu,45.219,-21.639
CSB Salfa Andranomadio,active,create,fbddbc0e-829a-4fb4-8409-1b382239c6d7,,8bc27433-6642-4574-9be6-8bba723780e4,CSB1,csb1,5,Building,bu,47.032,-15.795
CSB Salfa Anosibe Ifanja,active,create,eac21691-83ad-4050-8518-e4d76e11e184,,a0717d58-7fab-4cca-a777-df78d9bd0ad2,CSB2,csb2,5,Building,bu,46.749,-18.86
CSB Salfa Antanikatsaka,active,create,15e91bd0-7824-4ed7-933c-5d8a2cb156e4,,4c9a531c-9d88-4d5f-b582-f74dea6e0a20,CSB2,csb2,5,Building,bu,,
CSB Salfa Antanimalandy,active,create,0111d0aa-5bd5-4f21-a1c9-3de7bc861652,,75a2bcd7-15c5-4f04-90b5-4f4f255a614a,CSB2,csb2,5,Building,bu,,
CSB Salfa Antehiroka,active,create,5e38a601-5e16-4315-8015-01e15955537a,,71460e59-d36b-4d57-96fb-3e78b2bb5a5a,CSB2,csb2,5,Building,bu,47.476,-18.79
CSB Salfa Antsalova,active,create,943ea63c-1bfe-452c-930e-752eee028e52,,55e9e28b-8152-4b4c-af3f-0acc9d1688e8,CSB2,csb2,5,Building,bu,44.625,-19.077
CSB Salfa Antsiranana I,active,create,e5c363ef-9025-4eac-8f66-0395ff8ca91a,,01f3c22d-f8f0-4e1d-95f0-d354430d8f94,CSB1,csb1,5,Building,bu,49.289,-13.669
CSB Salfa Dispensaire,active,create,397d6c54-536c-4c36-9c07-0e2c87b05747,,4210fe26-7cf0-40ad-96c0-4b64e9c590b7,CSB2,csb2,5,Building,bu,,
CSB Salfa Fandriana,active,create,2ef17a9e-63cd-4439-9234-de975b33b077,,af537fd8-1d1e-4c4e-90bc-8029791ae3ae,CSB1,csb1,5,Building,bu,47.375,-20.299
CSB Salfa Farihimena,active,create,bad5c6a7-c6a2-49bf-a339-9baed17fbb93,,05245ca6-c079-46d8-a804-1fd3ea8af0ef,CSB2,csb2,5,Building,bu,,
CSB Salfa Ivory,active,create,da255485-bda4-4ecd-a9f3-73aa27f9eb1b,,35f78db6-2235-4540-85f0-6ce8c075608d,CSB1,csb1,5,Building,bu,47.094,-21.889
CSB Salfa Manerinerina,active,create,061406b0-a9c1-4689-936d-9c0bb4f059de,,0f95ce60-c201-42f7-8d77-f7f75b294c1e,CSB1,csb1,5,Building,bu,47.302,-17.595
CSB Salfa Mitsinjo,active,create,d121dcb0-8998-4298-91a5-f0c7489e9c52,,dbcee054-66f3-4c05-abdc-24d79eb50263,CSB2,csb2,5,Building,bu,,
CSB Salfa Morondava,active,create,bfccb9cc-1b62-4b38-9025-7432fda66d50,,d9e536b4-ffc6-487c-b6a2-a418e770db26,CSB2,csb2,5,Building,bu,44.292,-21.279
CSB Salfa Tsiroanomandidy,active,create,3c32ea52-0034-4970-a5ed-35418cd7550f,,10655219-32de-4f05-ba3d-2b74a6ae3ff3,CSB2,csb2,5,Building,bu,,
CSB Salve Regina Antsirabe I,active,create,b4f9c898-99af-461f-91aa-82758dbe720a,,aae35aa3-de43-4211-9259-19e18392457f,CSB2,csb2,5,Building,bu,47.02,-19.427
CSB Samaritain Antsiranana,active,create,3dca0e3c-d955-4e1b-8ca4-b6c26afc385b,,106cb2b5-5e15-429e-96f9-7490c9f86bf3,CSB2,csb2,5,Building,bu,,
CSB Sambaina,active,create,40d06204-b5db-4df1-a5ba-4ac46da33c89,,d66d97d5-3a92-4f60-9c34-7074e812ad75,CSB2,csb2,5,Building,bu,47.783,-18.921
CSB Sambatra Izay Salama (Sisal) 67 Ha,active,create,8d50e6d7-2767-4b4d-8a61-78c3b7b48425,,a5e56324-dfbe-4373-827e-772232cfc7e0,CSB2,csb2,5,Building,bu,47.509,-18.907
CSB Sambava Du,active,create,4949c3ed-93b3-4f23-aef8-2d8837b4bc65,,a926f4d0-5fe3-4e1f-a3ea-8527259aab05,CSB2,csb2,5,Building,bu,50.16,-14.896
CSB Sandrandahy,active,create,7a5b423c-4b2c-4bd8-a979-a6018d3485ab,,990ce31e-0f01-49c7-a52b-0d1df8cbadbd,CSB2,csb2,5,Building,bu,47.295,-20.298
