locationname,locationstatus,method,locationid,locationparentname,locationparentid,locationtype,locationtypecode,locationadminlevel,locationphysicaltype,locationphysicaltypecode,longitude,latitude
EPP Mikaikarivo/Bekotika,active,create,48e4565e-b611-4a93-86c6-4560801c0fa9,,ecb6bc61-b3b2-441d-b9b0-50c775947226,EPP,epp,5,Building,bu,,
EPP Mikaiky,active,create,1eefeab0-4a15-45f8-b85d-9688f020b9b3,,a7cac00e-8f20-4575-813b-55f593bb10bd,EPP,epp,5,Building,bu,,
EPP Mikaiky,active,create,99b8082a-fe88-4946-a9b7-dd3895067c65,,2d3e7ad3-a2a1-4b6e-bf2b-2edb8ffcd156,EPP,epp,5,Building,bu,,
EPP Mikaiky,active,create,eafe81d9-e370-468a-9647-fd5b9ea1a717,,65582195-1082-4610-b390-a6806e30e3af,EPP,epp,5,Building,bu,,
EPP Milahila,active,create,da29b4a1-c47c-4895-ac5b-679d878ef324,,fb9692ef-8243-4a10-8bda-2c970fba1f56,EPP,epp,5,Building,bu,,
EPP Milenaka,active,create,1a4a5bd5-ac42-44e6-86c0-883c0f63664a,,4fb47e4d-3f47-4e08-bc7a-63a6e1dbf9e0,EPP,epp,5,Building,bu,,
EPP Milenaka,active,create,e61cc56f-3e8a-4c5b-b073-b2f9db9b757c,,6e32ba8a-c7b8-46fe-99f1-c35c65470705,EPP,epp,5,Building,bu,,
EPP MILENAKA,active,create,dd25c65a-3ca1-4ddc-91d7-cf8e8a869b9d,,d32b989c-69a4-4e30-9c15-2d4f701150dd,EPP,epp,5,Building,bu,,
EPP Milomboka,active,create,e97d44a0-ea4a-4ed1-aaf6-374242e58932,,e7521037-19ad-41a9-b25f-dd44b89d453c,EPP,epp,5,Building,bu,,
EPP MILOMBOKE,active,create,fff8a470-d7a3-4dc3-92e6-ea7a8081aebf,,366cee99-fa7b-449c-b4e5-357bbd7a94ad,EPP,epp,5,Building,bu,,
EPP Miogo,active,create,73ea87d0-cea7-4e1a-826f-46146d54518d,,2a6c5d0f-25d2-463a-ac89-0e4a8870bcf7,EPP,epp,5,Building,bu,,
EPP Mionjona,active,create,184505b4-76d7-4f2f-88fc-4df9a563e092,,cbd7ab07-5855-4335-85fb-7514bd0c8bab,EPP,epp,5,Building,bu,,
EPP Miorimivalana,active,create,76b6e297-43e0-414c-bcf8-97658e486a2a,,dcb683a8-92bd-4987-ba75-dda5bc8210c6,EPP,epp,5,Building,bu,,
EPP Miria,active,create,c7da788d-1a52-46cb-b6e8-4351d0a16643,,024d01e6-01f4-4860-9780-846cdbec0836,EPP,epp,5,Building,bu,,
EPP MIROHAKE,active,create,dba42a01-0b2d-49e0-b95c-6341526b1ce7,,5e802a7c-edd6-4604-b56c-71b899dcf9ff,EPP,epp,5,Building,bu,,
EPP Misay Soamanonga,active,create,92d86305-c121-4c15-bcc3-1dcc05cf0157,,b410c887-50df-4699-ae70-bde33bd4df0e,EPP,epp,5,Building,bu,,
EPP Misirinto,active,create,67cb8459-b093-448d-bd63-11465cb202f1,,ef1aedf6-e02a-4e79-bf01-9f9b7aab3d09,EPP,epp,5,Building,bu,,
EPP Mita,active,create,5df4040a-7cec-4a15-a9ec-e1e462403150,,7cb46f10-7cc2-4a4f-b796-eeb4cba34fc5,EPP,epp,5,Building,bu,,
EPP Mitanty,active,create,0814cf1e-d1d7-4c8f-a2a5-483b3760ed5f,,44fdd833-7d80-465b-916a-48e47588e441,EPP,epp,5,Building,bu,,
EPP Mitanty Est,active,create,6999971e-7f8c-4cab-8d23-4b295eddbd35,,86882426-0907-435e-91b4-54eec60989f7,EPP,epp,5,Building,bu,,
EPP Mitanty Ouest,active,create,41b85f17-bf61-4b1e-8b33-150c2a93e1a6,,ef1aedf6-e02a-4e79-bf01-9f9b7aab3d09,EPP,epp,5,Building,bu,,
EPP Mitenopiky,active,create,e7a050af-109f-48d9-ab1d-dc6c8a742c50,,c54d7bdb-2b22-4d39-ac21-0efe4b03e016,EPP,epp,5,Building,bu,,
EPP Mitia_Est,active,create,2719c8af-445d-42f3-a5ad-4b9a4eeaa901,,8ed9b731-2f66-4546-93b1-4e1aac671420,EPP,epp,5,Building,bu,,
EPP Mitray,active,create,c942afdb-b1a1-4b91-8038-7738046b32da,,41c72162-cc96-4a1d-8704-4469a1e86c60,EPP,epp,5,Building,bu,,
EPP Mitreaky,active,create,d26faa0a-d856-4df2-86f1-1ca04a5cc958,,7db0df64-2c17-4c06-8465-2a31942a2fa6,EPP,epp,5,Building,bu,,
Epp Mitreaky Erada,active,create,3ccac269-4861-4763-8130-e662f52690f3,,653f51e6-d960-42c4-b0c1-8007153ba497,EPP,epp,5,Building,bu,,
EPP Mitreaky Erada,active,create,576957b3-2b57-4fe2-a062-77e001128591,,653f51e6-d960-42c4-b0c1-8007153ba497,EPP,epp,5,Building,bu,,
Epp Mitreaky Marofoty,active,create,4cfc92fd-c7c9-4f6a-aa40-1630bf0a860f,,653f51e6-d960-42c4-b0c1-8007153ba497,EPP,epp,5,Building,bu,,
EPP Mitreaky Marofoty,active,create,266c6320-c1b2-48f5-b68a-5d5a70b337b9,,653f51e6-d960-42c4-b0c1-8007153ba497,EPP,epp,5,Building,bu,,
Epp Mitreaky Maromainty,active,create,4c2c9b28-259b-4c85-87c6-b6a940c0a339,,653f51e6-d960-42c4-b0c1-8007153ba497,EPP,epp,5,Building,bu,,
EPP Mitreaky Maromainty,active,create,ceaf3695-6f24-4918-94c2-020941f4c003,,653f51e6-d960-42c4-b0c1-8007153ba497,EPP,epp,5,Building,bu,,
EPP Mitremaka,active,create,eb47e898-077d-41ae-bb40-11d2922d75e4,,e7acd6b0-3935-4798-9a8e-ce5aa2cdfc1a,EPP,epp,5,Building,bu,,
EPP Mitriaky,active,create,20e94af2-474f-43bd-b154-87b9965887d2,,bbf51669-1e92-493b-bc33-395378f2943d,EPP,epp,5,Building,bu,,
EPP Mitsangana,active,create,6bd07709-f27b-46bd-a7f5-dac5881cf8f8,,f8f6820f-96eb-4999-82ec-8b809cff94de,EPP,epp,5,Building,bu,,
EPP Mitsinjo,active,create,12d2b5bd-74b9-449f-9edc-10fcd1065d6a,,d54b1036-32a5-4c03-a711-ed45e7264433,EPP,epp,5,Building,bu,,
EPP Mitsinjo,active,create,23fbf341-bcfa-46e4-a4ad-52ceaa2b3749,,03e7aa0c-a775-4413-9ab4-b34e336faa47,EPP,epp,5,Building,bu,,
EPP Mitsinjo,active,create,2514ed62-d5d6-46c9-bb94-4d76c6ffeeeb,,03022ae7-30ae-4353-b67e-02e075995999,EPP,epp,5,Building,bu,,
EPP Mitsinjo,active,create,66207cdd-0d63-452d-9a66-1b77d9d3058a,,3830f987-da5e-46cd-a5ef-df977bf47599,EPP,epp,5,Building,bu,,
EPP Mitsinjo,active,create,68508792-7b40-4e38-a050-cdf3d25db273,,7d36fdd0-1cbc-4ace-bd4a-d96dd630e6d7,EPP,epp,5,Building,bu,,
EPP Mitsinjo,active,create,802a13b3-0bd4-4221-907a-7417a8ee2325,,da56c3c1-ab52-4d5f-a80e-ba80110ca438,EPP,epp,5,Building,bu,,
EPP Mitsinjo,active,create,a025b5cb-df75-45ae-ab92-9993f8af1df5,,4342c258-a4f9-4f05-8356-42be448ffec7,EPP,epp,5,Building,bu,,
EPP Mitsinjo,active,create,ce068e6a-444d-4d53-9d2b-e669cdbaf900,,bdd9d409-e7ca-4437-b32f-b3db55842f43,EPP,epp,5,Building,bu,,
EPP MITSINJO,active,create,e2142e55-b48e-4505-b6df-183b777abfaf,,b2a01df6-b6ae-49e1-ac21-2cc3805e4920,EPP,epp,5,Building,bu,,
EPP Mitsinjo Amboraka,active,create,224e146b-e07a-4c0c-b85f-b6ffee69b892,,647823e8-5464-46fb-ac7a-3e636b29056a,EPP,epp,5,Building,bu,,
EPP Mitsinjobe Boka,active,create,74785246-c790-452b-b150-543366d015dd,,86181f78-307c-4aee-aa9b-2b0fe9abf999,EPP,epp,5,Building,bu,,
EPP MITSINJO BEMAVO,active,create,08446bc3-bd15-4284-9a99-b627c1d86cc5,,39d61976-10b7-4335-ba63-545862f53b29,EPP,epp,5,Building,bu,,
EPP Mitsinjo Betanimena (Akanisoa),active,create,1cd5fa5f-f04f-4aac-a156-655e8c07f98b,,44c0bb20-72d9-4a66-a8dc-ebbf32c8255b,EPP,epp,5,Building,bu,,
Epp Mitsinjo I,active,create,5489cfd2-0a55-4bec-947e-9875107edaf2,,5d25d248-4468-4c96-a566-4a539c7928f8,EPP,epp,5,Building,bu,,
EPP Mitsinjo Mahazoarivo (Tsitambato),active,create,592e36ac-900c-476e-8d09-6bf1cf971f0c,,c68c08bb-5690-4ac1-abc8-cf4c51ce8d03,EPP,epp,5,Building,bu,,
EPP Mitsinjorano,active,create,9a683941-dce1-4207-bf66-6e29be46ab24,,ce2eca63-a050-4ac6-9a4c-0c010e6ff06e,EPP,epp,5,Building,bu,,
EPP Mitsinjo Saloambany,active,create,56366160-9c14-40d2-a9d0-2df0357144de,,c9604fc4-cc91-455f-a804-f50425f9a6de,EPP,epp,5,Building,bu,,
EPP Mitsoriake,active,create,2f536f47-82bf-45a0-9403-d90e5e3a4a82,,5c823676-3a79-4633-9d0e-5579ca10794d,EPP,epp,5,Building,bu,,
EPP Mizahamasina,active,create,41817a02-c5b5-4c2c-817d-b893e3882c0c,,15e302e4-3ab6-416c-99b0-1562879f0271,EPP,epp,5,Building,bu,,
EPP Mizahatsara,active,create,6254cb41-d603-4057-8475-d24d59181549,,9092c259-d0b7-4ae4-9a2a-949923f73c35,EPP,epp,5,Building,bu,,
EPP Mizilo Gare,active,create,e93c8f05-f099-4775-bc07-21d17c31a9c8,,41911539-44ec-49f8-90fa-a19de1416925,EPP,epp,5,Building,bu,,
Epp Mokofo,active,create,74f8dfc4-ecc2-46e7-992f-843d7d84fdc0,,8a6ef53a-03ec-4e00-a880-75e698c808fe,EPP,epp,5,Building,bu,,
EPP Mokofo,active,create,dfc11558-4643-4eeb-b006-270fc53939bb,,8a6ef53a-03ec-4e00-a880-75e698c808fe,EPP,epp,5,Building,bu,,
EPP Mongobe,active,create,394f1d5d-9dfa-4c55-a12c-0afb0e43c743,,9f48cfda-9cea-4f5c-b417-c536524579d9,EPP,epp,5,Building,bu,,
EPP Montifeno,active,create,21fc48f6-c8a3-40c2-93e9-37215e8d946b,,127eb33a-b7e6-4723-ad96-85d0e0120954,EPP,epp,5,Building,bu,,
EPP Montifeno,active,create,7cf48059-7c7d-468c-abea-d29c9ca45792,,1ca7d983-3fc1-4051-ae7a-79d706bfbf18,EPP,epp,5,Building,bu,,
EPP Montifeno,active,create,da4173b4-b3a9-4890-86db-136e130906a9,,c4c311c7-537a-45d7-b3fd-a32592584bba,EPP,epp,5,Building,bu,,
EPP Monto,active,create,46e8c8db-03b4-483f-815d-9236e81b2d52,,45080bdf-d7cf-4745-b19b-f06c4dac96c0,EPP,epp,5,Building,bu,,
EPP Montombe,active,create,5587c7be-939d-4f95-9602-e4a9d0d10ef4,,d2953469-fbf7-4ece-a9df-8c1b00a96ede,EPP,epp,5,Building,bu,,
EPP Montombe Ambaoke,active,create,84658334-bd28-44a7-adcd-b27d1d546362,,d2953469-fbf7-4ece-a9df-8c1b00a96ede,EPP,epp,5,Building,bu,,
EPP Morabe,active,create,8a60d8ec-f65d-46a8-b88b-5ad07df79e40,,7ca0b7db-78bd-4878-97d3-1042f4353e68,EPP,epp,5,Building,bu,,
Epp Morafeno,active,create,0378e495-eee5-4017-b5f5-f446a06c7331,,f0ec4526-d5d8-4c7b-b924-bac45cdb54cd,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,00204fe1-a3a2-443b-9448-849c19d665de,,0daeae6e-7ac0-475c-b16a-ca693a2becb2,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,04c0f27e-ea51-467d-803e-34eb34b6b332,,4d0ebcc0-6477-4d25-9e10-183e06a4a091,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,0a6856f2-e642-48e5-8f88-55d0a7a016d0,,f999e46b-357b-4620-be16-bd57d572b301,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,10950644-77d0-4cc2-8bbb-aa40d787f13e,,496750e7-f664-4db0-bd90-1c49a23b732c,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,14e97d0d-650e-4bb1-bdee-ce89a57b30f9,,9672b87b-9c5a-41a9-b9a4-d8caf2967947,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,165ef860-091f-460b-8e2c-9efb2655ef35,,0b9df312-da12-491d-8108-affacb0535bf,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,29f02cda-1e85-4232-8981-c68b82f966c3,,9d83a546-65b4-486a-b989-9192222167ba,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,332a4f50-c37c-488d-b602-03fca4bd095c,,a53fc23e-85e3-47fd-9d6b-41240da76e28,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,3a4cbf6b-8136-4a8d-b08d-8a665d1b4afa,,3c9bdc0f-03b9-4ddc-9252-d034e185915b,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,51801b0b-b4c7-4775-b10a-72d691c1d158,,124696f9-87ed-4178-ba7c-d100268dddba,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,5804656a-12aa-4a76-900f-88375ff85ea9,,5d7f54c9-bed4-4d0d-98a2-132b024f076e,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,60a07ce6-48ab-4239-b32e-a836a5094e1b,,2647b2a9-0a5a-4820-b3d5-5a16aa954630,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,6e1b4283-a70b-4ea7-9227-b98106231d59,,be24399c-0878-4f07-b643-a7178ef04292,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,6e9b2679-78e5-4b84-b523-31ee13f85dde,,f733cd39-0b91-4dae-b51e-3aa94e4eef18,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,820d3f67-9894-4f70-a6c7-d37b89fb5462,,99e461f0-58a0-47c7-8809-0bcf97ebf301,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,82e83850-f24e-468f-9624-70833f07ec5c,,eadf078b-2054-4723-8af1-5d16c18ac240,EPP,epp,5,Building,bu,49.298798,-17.446468
EPP Morafeno,active,create,8a201073-21c1-4da2-ba85-a9d72ca7c52d,,378814dd-48a3-4cf9-bcd3-2f63f55e9268,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,9402b7b3-de0a-4db1-8aed-e34b52fadc07,,8d3b5f20-903b-4175-9b05-18a57fe3d94c,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,99b44623-6577-47e2-855f-cac3d3a1feb0,,38679362-2eb0-4eb1-87d0-6b78fa7e733d,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,a9d83c1f-d3f4-4869-98ea-7090bb0a63f3,,b5fe0bf8-5cae-4547-aa77-85169b53a690,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,ceff8d40-fa15-4dc5-b4ce-5f6462af3ade,,ed13b810-0ccc-4ff4-9c19-d42c0880a35a,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,cf0d0438-b849-494c-8739-de69cc747f71,,6b1dcfda-74e1-480b-a9fc-1f706252544f,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,d0390273-7282-4faf-9587-175f14fde0f1,,687f5d8c-5873-4b09-97fd-32af53d86b2f,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,dacd4080-dd4b-4c62-9d2b-e1dfce7699cc,,b26243a3-a312-4841-a6cd-4f7718bfb508,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,db594655-444a-491d-9035-feee551db96a,,36ff845c-f898-4f93-837f-0ebc50637e15,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,e7fae0e3-629c-4179-91cd-efee0083ec6c,,d2953469-fbf7-4ece-a9df-8c1b00a96ede,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,ea4c6a2b-8a3c-463b-9fe1-22bfc848c6b7,,e8bf9037-cf1d-4178-815d-9a92bf48fb22,EPP,epp,5,Building,bu,,
EPP Morafeno,active,create,f1abb9c5-f77f-4235-99a0-36e493af2959,,2a6c5d0f-25d2-463a-ac89-0e4a8870bcf7,EPP,epp,5,Building,bu,,
EPP  MORAFENO,active,create,bbbaa030-e809-43b0-a4be-a31fe4776c66,,124696f9-87ed-4178-ba7c-d100268dddba,EPP,epp,5,Building,bu,,
EPP MORAFENOBE,active,create,a5cdd5dd-e053-4fc0-a1f0-fe9bd647b013,,9468774d-810a-4839-b443-34b0ab76cc2a,EPP,epp,5,Building,bu,,
Epp Morafeno Beamalo,active,create,3d93bb11-754f-4d79-952f-a66e4462d224,,4863b612-5843-41f8-a1ab-cca2f892fee0,EPP,epp,5,Building,bu,,
EPP Morafeno Beamalo,active,create,7fe58348-6680-4b55-93c9-98135c82cf0c,,65582195-1082-4610-b390-a6806e30e3af,EPP,epp,5,Building,bu,,
EPP Morafeno Bekazaha,active,create,aadf697a-71c2-417a-b0ca-aab27388ad99,,f89149d2-fc42-4424-82df-282ed659eadc,EPP,epp,5,Building,bu,,
EPP Morafeno I,active,create,873d7083-7d65-45fe-9c45-b0df004f3569,,025bf4e0-9d50-4099-a1f3-334159fafd7f,EPP,epp,5,Building,bu,,
EPP Morafeno Iaborano I,active,create,bc4c5f3f-b584-4daf-ac6f-7a6db5ce96ed,,d3d25be2-06b3-48c7-9126-ec715f2d3ac7,EPP,epp,5,Building,bu,,
EPP Morafeno Ii,active,create,2adcbc9e-2fd8-4a16-821d-20518cd14d9c,,c6affba3-0fd2-4b52-84c5-c412049d1baa,EPP,epp,5,Building,bu,,
EPP Morafeno Ii,active,create,4a035b2f-1e45-40d9-b1b0-ff33a80f5f80,,ba2ac9bc-d750-4d66-8a12-c5d3f651267d,EPP,epp,5,Building,bu,,
EPP Morafeno Ii,active,create,627789f4-d52c-48e0-8d4d-640814b395b6,,1bb1295a-ad1e-4a20-a8d2-5a0bb26d6691,EPP,epp,5,Building,bu,,
EPP Morafeno Ii,active,create,8e6ebbf0-6b2c-4998-afb4-a815f05880b3,,e416ff2e-eef2-487d-88dc-7ce73dae3a6a,EPP,epp,5,Building,bu,,
EPP Morafeno Ii,active,create,dbf51b1d-50cc-48be-9d59-3ef710a2f7ef,,a53fc23e-85e3-47fd-9d6b-41240da76e28,EPP,epp,5,Building,bu,,
EPP Morafeno-Itafia,active,create,4f304db8-8d87-4156-8e36-c86bef37e0da,,bda952f4-3cdd-450a-a1e4-014273bee168,EPP,epp,5,Building,bu,,
EPP Morafenokely,active,create,6a2588f9-250f-433c-8ac8-6a980c802b8d,,8d3b5f20-903b-4175-9b05-18a57fe3d94c,EPP,epp,5,Building,bu,,
EPP Morafeno (Mandroso),active,create,5c8bc3cc-ec61-4447-98bc-e98922bb63b0,,7e26509c-7706-4054-88a5-b98e37841581,EPP,epp,5,Building,bu,,
EPP Morafeno Sahakondro,active,create,2959cb17-aebb-4490-ad3b-7f79a4862415,,bda9e461-9f0c-4bd2-b60f-9d50a9c86a77,EPP,epp,5,Building,bu,,
EPP Morahariva,active,create,643a6b85-ed70-467c-aff6-68a53feb2044,,cd1ecae6-301d-4964-96d9-c07c80710e5c,EPP,epp,5,Building,bu,,
EPP Morahariva,active,create,741f802b-8fef-49e5-9d2e-c47fc0261f47,,276e3164-ee1e-460d-bbef-316684c7c6e0,EPP,epp,5,Building,bu,,
EPP Morahariva,active,create,edc25cf3-45f2-4353-b5fc-d5688fc91a06,,c8ca3c65-56fc-47a2-9c68-fff76adb70d0,EPP,epp,5,Building,bu,,
EPP Moralonaka,active,create,3cb1e931-78ab-499a-a988-0821f7a3ee79,,6e32ba8a-c7b8-46fe-99f1-c35c65470705,EPP,epp,5,Building,bu,,
EPP Morarano,active,create,01f036dc-cbee-4be1-9ee9-530511458eab,,2ac11983-82a5-40a1-81db-f326b996da2e,EPP,epp,5,Building,bu,,
