locationname,locationstatus,method,locationid,locationparentname,locationparentid,locationtype,locationtypecode,locationadminlevel,locationphysicaltype,locationphysicaltypecode,longitude,latitude
EPP Besahatsy,active,create,9961339b-09dd-4645-950d-731a167b6c8b,,9eab42f7-ce76-49ce-8e4a-164c84fde3c9,EPP,epp,5,Building,bu,,
EPP Besakay,active,create,601b0bc1-074e-4cf0-9a58-c0357e653841,,563e8fe7-c54b-4b6c-af07-7cc42e2ffb6a,EPP,epp,5,Building,bu,,
EPP Besakay,active,create,bde30018-0d16-4878-a0c2-9354381138d4,,5d7f54c9-bed4-4d0d-98a2-132b024f076e,EPP,epp,5,Building,bu,,
Epp Besakoa,active,create,d7ff4f20-24cd-4860-94e6-79c475fddc47,,4863b612-5843-41f8-a1ab-cca2f892fee0,EPP,epp,5,Building,bu,,
EPP Besakoa,active,create,0c7ed5c3-f216-451b-9efd-cc21a83272a3,,b410c887-50df-4699-ae70-bde33bd4df0e,EPP,epp,5,Building,bu,,
EPP Besakoa,active,create,273cb156-472c-4088-9749-c24e5d8615e7,,3ac50ca3-1246-49da-a97f-11145ec5fce6,EPP,epp,5,Building,bu,,
EPP Besakoa,active,create,29d16485-56df-4ef9-9d1a-77903b0ed187,,3e5a2e63-bc73-420c-896b-ab75d06632e8,EPP,epp,5,Building,bu,,
EPP Besakoa,active,create,49e2b262-80c8-4092-96bb-c5e5ce3b974c,,749e8f17-0875-423f-a1ec-953edfcd171c,EPP,epp,5,Building,bu,,
EPP Besakoa,active,create,6ffa1994-8926-4505-8b4a-46f8fbda2bd7,,409bb851-c200-4643-b590-5f0b2005e8d2,EPP,epp,5,Building,bu,,
EPP Besakoa,active,create,797e0591-1880-4dca-a336-cda325c6ed84,,a4b61c4a-4f88-4154-aa5b-d4908ccdfdaf,EPP,epp,5,Building,bu,,
EPP Besakoa,active,create,7db8a9b1-d5ad-4458-a3f8-22169dd179be,,a6d001ef-f194-4fde-9a2a-f43738d33b82,EPP,epp,5,Building,bu,,
EPP Besakoa,active,create,7e70c6dc-6ee0-4104-887c-72d269ad9ffb,,c4d59d0a-7b64-43c0-8df8-8fa1082261ba,EPP,epp,5,Building,bu,,
EPP Besakoa Ambany,active,create,0e935a7b-9cd1-4ab9-b21d-615b29247b24,,702369a4-5a29-4bd5-924b-8b09cad4427d,EPP,epp,5,Building,bu,,
Epp Besakoa Bas,active,create,c0afb010-1d8b-4726-bd5d-97c58af282ee,,2601ccb0-b1e8-4ee7-ba9a-e9d2f9d48f06,EPP,epp,5,Building,bu,,
EPP Besakoa Bas,active,create,ff51bfcd-d682-4b6d-a5a6-cf22092d78fb,,2601ccb0-b1e8-4ee7-ba9a-e9d2f9d48f06,EPP,epp,5,Building,bu,,
EPP Besakoa Elonty,active,create,03548993-7bab-416b-a5f2-afba73a08f46,,53c9ae19-d080-4f82-bed7-95b0392a4e96,EPP,epp,5,Building,bu,,
EPP Besakoa_Morahariva,active,create,72e47851-aed0-40b2-85a2-5701307a0aa3,,95ae107c-590c-4758-8f83-78282b05be16,EPP,epp,5,Building,bu,,
EPP BESAKOA MORAHARIVA,active,create,d0d4b3b9-fe9e-4f3c-b91f-47e865f25071,,95ae107c-590c-4758-8f83-78282b05be16,EPP,epp,5,Building,bu,,
EPP Besakoa Nord,active,create,56c1f810-2dc3-4aca-be30-b9927fca2486,,ba97f237-7ff7-4738-b835-00a78ec4bd42,EPP,epp,5,Building,bu,,
EPP Besakoa Nord,active,create,876a06eb-c268-4a98-a138-c60af287e162,,aff4922a-e1fb-418e-83d1-54a3ef16c61f,EPP,epp,5,Building,bu,,
EPP Besakoa-Nord,active,create,09c4caff-b4c3-41bb-a958-1305c091ccb3,,2c85f71a-5021-4f0a-8727-59ab2e854ec4,EPP,epp,5,Building,bu,,
EPP Besakoa/Nord,active,create,42b3e89a-2212-4e36-9a6d-1be9eda17ce6,,60d8a1df-67b3-4ee3-a7e3-248b3967198b,EPP,epp,5,Building,bu,,
EPP Besakoa Sud,active,create,20e75e3f-4b87-4835-9a9e-48c30a5ae1d2,,ba97f237-7ff7-4738-b835-00a78ec4bd42,EPP,epp,5,Building,bu,,
EPP Besakoa Sud,active,create,77441766-024c-4c7f-8bf3-7a9d9351ec97,,409bb851-c200-4643-b590-5f0b2005e8d2,EPP,epp,5,Building,bu,,
EPP Besalampy,active,create,8d1edad1-836c-4086-bf0f-d2293d7c4c27,,0daeae6e-7ac0-475c-b16a-ca693a2becb2,EPP,epp,5,Building,bu,,
Epp Besaly Bas,active,create,39b9f809-1837-44bc-a387-70ed5fa7b03e,,d02f2a46-3b1c-4474-8bf8-a6ad8d680093,EPP,epp,5,Building,bu,,
EPP Besambay,active,create,95bb5727-31e8-44ff-8f66-d853d6f0bf28,,72910f8e-391a-4ad0-adfd-22dc7a7f759c,EPP,epp,5,Building,bu,,
EPP Besandrahy,active,create,96881e57-d48d-41a3-bfe2-5c3e8407e9a0,,1dfcd242-f084-4a3a-8711-4f712bf433dd,EPP,epp,5,Building,bu,,
EPP Besaonjo,active,create,cce6f7d6-14a7-451c-8886-c991f47d2fdf,,6614ec43-fa7a-4f08-9a02-9acaf9ceebec,EPP,epp,5,Building,bu,,
EPP Besara-Nord,active,create,167a8900-0745-4d48-b7ee-e3467fc8c453,,edd7bc75-fc97-4748-840c-2fc554322284,EPP,epp,5,Building,bu,,
Epp Besaroy Haut,active,create,1891f9d5-28b7-4ca0-852e-2cad3e2227ba,,5640925e-c387-4e5b-99a5-85966df10cdf,EPP,epp,5,Building,bu,,
EPP Besasary,active,create,3f5fa8e3-fee9-4f22-9cf3-883540966beb,,b3a9cd44-2054-4c04-944d-f87e3c895b8f,EPP,epp,5,Building,bu,,
EPP Besasavy,active,create,4309ee7f-54e0-4edc-885b-0ed6967b6a42,,b3a9cd44-2054-4c04-944d-f87e3c895b8f,EPP,epp,5,Building,bu,,
EPP Besasavy,active,create,ec714939-9b20-4f8b-8a5c-a1a084013b6d,,182bcfaf-9e4a-4651-8398-a0cbb0bfe32a,EPP,epp,5,Building,bu,,
EPP Besasavy (Fo Miray),active,create,f4d19d15-2c6d-4447-8142-8d5e8a2dd783,,44c0bb20-72d9-4a66-a8dc-ebbf32c8255b,EPP,epp,5,Building,bu,,
Epp Besasavy-Sud,active,create,cfd4aef2-8375-47e8-a03f-7c63c5145133,,437a9492-22a6-4e12-9d03-efe8f0fa03b0,EPP,epp,5,Building,bu,,
EPP Besatra,active,create,4a397b02-ae14-428e-94af-41ccb362673a,,b3a9cd44-2054-4c04-944d-f87e3c895b8f,EPP,epp,5,Building,bu,,
EPP Besatra,active,create,8fcff2b9-2286-49ec-9939-2d3edc65f932,,bae8154f-c908-4398-8942-3820e59f4ff5,EPP,epp,5,Building,bu,,
EPP Besatra,active,create,acfde04d-a0fc-47df-a73c-4c67307b1ffa,,7d36fdd0-1cbc-4ace-bd4a-d96dd630e6d7,EPP,epp,5,Building,bu,,
EPP Besatra,active,create,d46dd155-3899-4c9b-b398-38e5e13b9afd,,39d61976-10b7-4335-ba63-545862f53b29,EPP,epp,5,Building,bu,,
EPP Besatra,active,create,db24ad94-b090-4614-9ab8-c6beec32c976,,16fb627b-e39c-499d-9b83-eea86f03409f,EPP,epp,5,Building,bu,,
EPP Besatra,active,create,e5ec08e0-41bc-4aa4-a931-2eb833eeeb86,,f050d8bd-5bc8-4936-a178-490e9852a9f8,EPP,epp,5,Building,bu,,
EPP BESATRA ANDRANOMENA,active,create,e080edbd-2b3d-43d0-9800-bb812baccef0,,9b0ffd20-9474-4fa7-8b47-a767eaeb9aac,EPP,epp,5,Building,bu,,
EPP Besatra Soarano,active,create,2c709020-8e54-494b-81a3-42c9530aa439,,1a29f950-a8ed-439c-9d32-b9c2cc1d9bf4,EPP,epp,5,Building,bu,,
EPP Besavoa,active,create,004e7692-0591-4819-a8b3-f8908cb0c4e1,,dd12d28f-2f3c-4e02-9a3c-69f8ee132620,EPP,epp,5,Building,bu,,
EPP Besavoa,active,create,614d1e38-8fb2-4047-b6e9-03aa2b43b75f,,5760df4c-d71e-47ec-b2db-3965ac5b4a96,EPP,epp,5,Building,bu,,
EPP Besavoa,active,create,6201eb84-d813-4c6d-8325-3350c47fc9ab,,8ed9b731-2f66-4546-93b1-4e1aac671420,EPP,epp,5,Building,bu,,
EPP Besavoa,active,create,6790d383-041a-47ba-a450-c14c63da30cd,,700c68ef-f8dc-4f83-9339-037f8ef0c675,EPP,epp,5,Building,bu,,
EPP Besavoa,active,create,9d203d5c-739c-4998-ae9c-38bae4b4c132,,dd3d5105-f21f-4132-a1b0-35e612bc7f4d,EPP,epp,5,Building,bu,,
EPP Besavoa,active,create,a1804f79-892f-4030-9a4a-b6351768453e,,e10fbb95-b55a-4deb-be46-e9a3bd42de28,EPP,epp,5,Building,bu,,
EPP Besavoa,active,create,ab607adf-0db2-4211-ae4c-e6ad408a55fd,,affff8ba-86fb-4d6a-b3ba-e2643a7b67b4,EPP,epp,5,Building,bu,,
EPP BESAVOA,active,create,b6078a42-0ef9-414c-8cba-4e0d55369004,,700c68ef-f8dc-4f83-9339-037f8ef0c675,EPP,epp,5,Building,bu,,
EPP Besavoa Ankerika,active,create,9b5ef4f7-b4dd-4d20-9350-9a44db39a82f,,614e24a6-4990-4b1d-bbda-317471920f4a,EPP,epp,5,Building,bu,,
EPP Besavoa Antsakoamahity,active,create,0c23f539-b34c-4d82-9d47-9db7d995e005,,700c68ef-f8dc-4f83-9339-037f8ef0c675,EPP,epp,5,Building,bu,,
EPP Besavoa Centre,active,create,4a6e6f0f-4f65-402c-b468-2dfa1ae6f3e3,,3e5a2e63-bc73-420c-896b-ab75d06632e8,EPP,epp,5,Building,bu,,
EPP Besavoa Maromiandra,active,create,92519b58-94be-4d04-84f2-135b125cd41c,,7d36fdd0-1cbc-4ace-bd4a-d96dd630e6d7,EPP,epp,5,Building,bu,,
EPP Besavoa Morarano,active,create,1e2c3860-ce4d-44e2-8029-d48b95969a76,,0daeae6e-7ac0-475c-b16a-ca693a2becb2,EPP,epp,5,Building,bu,,
EPP Besavoa Soaserana,active,create,86c679b7-9b06-4d5f-922b-6bf9a625ac55,,6605a637-2852-48e9-ac45-274e97cbaf78,EPP,epp,5,Building,bu,,
EPP Besavoa (Vonona),active,create,d237fd20-44a2-4058-9eec-4583f1dfa97c,,8679b3d6-5cd2-452c-a750-64852aed9091,EPP,epp,5,Building,bu,,
EPP Besely,active,create,12bb0c50-571a-4403-bcc6-2200c1f46e1c,,990cd430-5e3a-4a04-8e02-5613911be24c,EPP,epp,5,Building,bu,,
EPP Besely,active,create,21ccfeaf-3a65-43ab-bda4-f03fdb921695,,e55e5cf9-93c5-4358-b3da-2ac1e8354aa0,EPP,epp,5,Building,bu,,
EPP Besely,active,create,707425b2-5fae-41bb-b9d9-0cf890bd2920,,b410c887-50df-4699-ae70-bde33bd4df0e,EPP,epp,5,Building,bu,,
EPP Besely,active,create,b2ec59e1-312a-4c26-be3b-a885e760507f,,9672b87b-9c5a-41a9-b9a4-d8caf2967947,EPP,epp,5,Building,bu,,
EPP BESELY EST,active,create,1aa6bb58-86c4-47f4-b1c3-4482bd122847,,c8e7d094-c51e-4bcf-a478-63fb749c82bc,EPP,epp,5,Building,bu,,
EPP Beseva,active,create,3ae7f2d8-b31e-41bc-832b-3aee566bb92a,,8b8d203f-0175-4f00-94cf-66b2539b1031,EPP,epp,5,Building,bu,,
EPP Beseva,active,create,54f0cf3c-9639-4ed1-b337-b6c3a217f0fb,,42cbdedf-5db9-4c22-b0c3-58084dfaf401,EPP,epp,5,Building,bu,,
EPP Beseva,active,create,eeaf9eb5-7bfe-408e-9c6c-b16956ab36f7,,3951513c-b05e-451c-af2c-9ccf05ef5910,EPP,epp,5,Building,bu,,
EPP Beseva Avaratra,active,create,20e66b50-6be9-428c-85b3-2a95e4484ff0,,fd6d4d35-d3e6-4c22-b484-6bc71f13ae09,EPP,epp,5,Building,bu,,
EPP Besokatra,active,create,67206468-5873-4868-9cf3-a0d0dedaa85e,,a6b2e537-03d2-48d5-965a-c80ac9e49e1b,EPP,epp,5,Building,bu,,
EPP Besomotsoy,active,create,f64603af-01fd-4f00-a2fb-e61c2e569d50,,79d35231-617d-4a57-83e6-fefe79351454,EPP,epp,5,Building,bu,,
EPP Betahontsako,active,create,2b2ed530-ee31-471e-888f-0f4ef33b7c37,,79d35231-617d-4a57-83e6-fefe79351454,EPP,epp,5,Building,bu,,
EPP Betaikomby,active,create,3c14bb68-5b92-4f9e-81ad-41b9a374ea0f,,c149b572-ebc8-460b-8709-a7335b536d5f,EPP,epp,5,Building,bu,,
EPP Betaimbolo,active,create,acb13239-020f-48ff-843d-617d4a3463bc,,81fbdd83-3e3b-42a3-92c8-0c8a526a18d2,EPP,epp,5,Building,bu,,
EPP Betaimboraka,active,create,4ad32ebc-6b70-42dc-921c-c62f49dd2098,,cbd7ab07-5855-4335-85fb-7514bd0c8bab,EPP,epp,5,Building,bu,,
EPP Betaimborona,active,create,ea1de85f-00fe-43b5-9d07-9b191bd3fa5a,,2ac11983-82a5-40a1-81db-f326b996da2e,EPP,epp,5,Building,bu,,
EPP Betaindambo,active,create,e1deca8e-2a1e-4003-bfa2-5170dedc232b,,c4d59d0a-7b64-43c0-8df8-8fa1082261ba,EPP,epp,5,Building,bu,,
EPP Betakapaka,active,create,dac61b08-c567-40ca-a828-ba23531dd84d,,8580a687-cfd7-4ca7-85df-12e585021277,EPP,epp,5,Building,bu,,
EPP Betakapake,active,create,b6b056a9-c1f0-4b29-87ca-e722d1a5a920,,8580a687-cfd7-4ca7-85df-12e585021277,Water Point,water_point,5,Building,bu,45.1735,-24.45572
EPP Betakilotse,active,create,8f2551a1-ebcf-439a-a217-4a8eb2366953,,4ffed295-ec56-43aa-9308-71bed6e61efe,EPP,epp,5,Building,bu,,
EPP Betaleva,active,create,e9c51cc0-b346-4f3e-8492-244e779df2a5,,63fc3a41-4cf4-471a-88ae-736152a6f158,EPP,epp,5,Building,bu,,
EPP Betaly I,active,create,e916fc4d-8c1e-411c-8e29-3a421b4d9f94,,42cbdedf-5db9-4c22-b0c3-58084dfaf401,EPP,epp,5,Building,bu,,
EPP Betaly Ii,active,create,028651e0-7e1f-4401-9d2d-f5b99b4cb114,,bae8154f-c908-4398-8942-3820e59f4ff5,EPP,epp,5,Building,bu,,
EPP Betamboho,active,create,3f12b374-563a-493a-b3a3-558208987a59,,409bb851-c200-4643-b590-5f0b2005e8d2,EPP,epp,5,Building,bu,,
EPP Betamenaky,active,create,ca704f42-33b1-462b-9789-61c8ad99059f,,c6affba3-0fd2-4b52-84c5-c412049d1baa,EPP,epp,5,Building,bu,,
EPP Betamotamo,active,create,4a55ea3d-f18a-4199-b371-04ff05c14323,,a214dbf1-7e0e-4c5f-8284-f8315a6ea3a6,EPP,epp,5,Building,bu,,
EPP Betamotamo,active,create,ec63fe2a-3356-4cc7-9df2-d3b1d5073d84,,ec0cf731-4ef0-4b1f-9562-feeed05eec39,EPP,epp,5,Building,bu,,
EPP Betampona,active,create,2d7406ed-4d00-4cbe-b24a-69a148fbcd42,,0b9df312-da12-491d-8108-affacb0535bf,EPP,epp,5,Building,bu,,
EPP Betampona,active,create,416cd8e0-fcc3-46c9-a9ed-225f43d8fc75,,125ca331-18ac-4bdb-86cf-ea6bfd8d78fa,EPP,epp,5,Building,bu,,
EPP Betampona,active,create,4967f001-42b2-4e92-89fa-79af4c322c48,,222ce2c0-687e-4229-aecf-91f34d2597e9,EPP,epp,5,Building,bu,,
EPP Betampona,active,create,4e51ddcb-b5b3-4ac1-8a49-1bc2825f31c0,,35442304-cbba-429f-ad37-f093c9d65f20,EPP,epp,5,Building,bu,,
EPP Betampona,active,create,6c8bfa61-f278-4581-bfff-5040e4a3dadc,,64f0435f-ee39-47af-be9b-c2cb33618b2d,EPP,epp,5,Building,bu,,
EPP Betampona,active,create,a1ab04f4-43d3-469a-8246-3dbf1315fccd,,563e8fe7-c54b-4b6c-af07-7cc42e2ffb6a,EPP,epp,5,Building,bu,,
EPP Betampona,active,create,eeb692df-53e0-4cd4-baea-f70eef5a8083,,496750e7-f664-4db0-bd90-1c49a23b732c,EPP,epp,5,Building,bu,,
EPP Betampona Atsimo,active,create,e4d40f90-a421-45ec-867a-892283315b68,,e8bf9037-cf1d-4178-815d-9a92bf48fb22,EPP,epp,5,Building,bu,,
EPP Betampona Avaratra,active,create,52cb7ec1-11ae-45c9-9e3a-478c437c9586,,e8bf9037-cf1d-4178-815d-9a92bf48fb22,EPP,epp,5,Building,bu,,
EPP Betampona I,active,create,8bcb334f-4fcd-482d-a906-b33bbeceedd0,,a53fc23e-85e3-47fd-9d6b-41240da76e28,EPP,epp,5,Building,bu,,
EPP Betampona Ii,active,create,58257d51-7acf-453c-87a7-d2cabcf2b8c4,,44fdd833-7d80-465b-916a-48e47588e441,EPP,epp,5,Building,bu,,
EPP Betampona Ii,active,create,c86c1f7e-26ce-4d59-8632-d597c0370a8b,,a53fc23e-85e3-47fd-9d6b-41240da76e28,EPP,epp,5,Building,bu,,
EPP Betampo Nord,active,create,a5adb29b-eea6-41c0-91b9-5dbdec7f03b0,,ee302c32-ac4e-435e-95ed-84d645787456,EPP,epp,5,Building,bu,,
EPP Betampy,active,create,6e0f3ebd-99af-4370-aafe-3db5c02f8bf1,,a6d001ef-f194-4fde-9a2a-f43738d33b82,EPP,epp,5,Building,bu,,
EPP Betanatanana,active,create,82de1108-7768-4810-b777-e049e49712cb,,03380fbe-d484-41ee-a8bc-24313e5e3788,EPP,epp,5,Building,bu,,
EPP Betania Centre,active,create,20add1ac-5886-487b-9221-fee6f19bcf9d,,c4d59d0a-7b64-43c0-8df8-8fa1082261ba,EPP,epp,5,Building,bu,,
EPP Betanimena,active,create,ad7898b9-da91-4530-8f26-f8bd2566b93a,,3b70614a-1355-45d6-9d03-beac91b44b56,EPP,epp,5,Building,bu,,
EPP Betaninandroka,active,create,a58fdbb1-4c2c-4f31-a005-a687e554acb6,,6f7933af-a024-435e-a875-a73fbdb69180,EPP,epp,5,Building,bu,,
EPP Betaola (Soafiavy),active,create,c6219ef0-c458-4a27-a138-ef06a2703670,,e8247611-f616-4420-9668-12a128b7bece,EPP,epp,5,Building,bu,,
EPP Betaramahamay,active,create,16024869-59a6-4ac4-b9f7-dc6f1c4cbbd2,,5655f90d-88e3-43a5-98fc-f8c6bcb16d15,EPP,epp,5,Building,bu,,
EPP Betaramahamay,active,create,9cc5c38f-c3d8-4842-8fc8-fa2e4f76391b,,1c4d6025-5d90-4ebe-946c-d5782b33b946,EPP,epp,5,Building,bu,,
EPP Betaramahamay,active,create,fcbda4aa-4a63-4880-a6ce-66d0390ed5ae,,74392b2e-e7a8-4629-839e-493ab1dcdb4e,EPP,epp,5,Building,bu,,
EPP Betaraza,active,create,4b6c818c-47eb-46cc-978b-77f28c476dc8,,cacefb35-c11d-4556-a969-6b7cf3b245aa,EPP,epp,5,Building,bu,,
EPP Betavolo,active,create,a8e9a307-85bb-4f29-975a-c4edacaa7d09,,8716f270-e924-4c35-8587-440e68237be1,EPP,epp,5,Building,bu,,
Epp Betegny,active,create,5a06caf9-8f23-4f29-af31-78097ace0c7e,,4863b612-5843-41f8-a1ab-cca2f892fee0,EPP,epp,5,Building,bu,,
EPP Betela,active,create,94dd4a27-a699-4d87-afd3-fb255f36e056,,125ca331-18ac-4bdb-86cf-ea6bfd8d78fa,EPP,epp,5,Building,bu,,
EPP Betenafontsy,active,create,65699a68-67da-4730-82c2-00cf6d5b91a7,,be961e75-404d-4fc2-9b1f-2353c6f7aa71,EPP,epp,5,Building,bu,,
Epp Beteny,active,create,4a870ac7-b3d3-47dd-bf02-808a6c2d0490,,2601ccb0-b1e8-4ee7-ba9a-e9d2f9d48f06,EPP,epp,5,Building,bu,,
EPP Beteny,active,create,2a6c588f-7648-4613-bc3a-e0dde5363fbe,,2601ccb0-b1e8-4ee7-ba9a-e9d2f9d48f06,EPP,epp,5,Building,bu,,
EPP Beteny,active,create,4312e7d3-51ce-41bb-92c9-211043afee1b,,9d134109-1521-4a0f-857d-29059588718d,EPP,epp,5,Building,bu,,
EPP Beteny-Haranila,active,create,db10d2eb-5f9f-4b35-8384-0d8fb5c72518,,757db705-0d0b-4111-b653-78911e060e2a,EPP,epp,5,Building,bu,,
EPP Beteza,active,create,06e1721a-2ca8-4f32-82d3-13aad378d157,,5e2597af-1eb0-43db-a53c-f2e0aa3222a1,EPP,epp,5,Building,bu,,
Epp Beteza Bas,active,create,03588c1f-08ec-4d2b-9e06-fb35683685a9,,4863b612-5843-41f8-a1ab-cca2f892fee0,EPP,epp,5,Building,bu,,
Epp Beteza Haut,active,create,7a55c086-b25b-40b7-8c45-15b013475639,,4863b612-5843-41f8-a1ab-cca2f892fee0,EPP,epp,5,Building,bu,,
EPP Betindria,active,create,4da7e706-d0be-4eb3-82c3-efbe9a85489b,,81fbdd83-3e3b-42a3-92c8-0c8a526a18d2,EPP,epp,5,Building,bu,,
EPP Betioky,active,create,26bea82d-34be-43c3-a0ff-ea5e4fb99ffd,,5c823676-3a79-4633-9d0e-5579ca10794d,EPP,epp,5,Building,bu,,
EPP Betioky,active,create,b98109fe-737a-4661-ba38-2fe4ce255acd,,ecb6bc61-b3b2-441d-b9b0-50c775947226,EPP,epp,5,Building,bu,,
EPP Betioky,active,create,25881bf1-6d6d-4120-878b-996023bf7c00,,9672b87b-9c5a-41a9-b9a4-d8caf2967947,EPP,epp,5,Building,bu,,
EPP BETIOKY,active,create,763aeaac-0088-4e21-b1d2-c71c1ec6bb96,,a6e0c676-95c9-4d05-a0da-7443bc939e5a,EPP,epp,5,Building,bu,,
EPP BETIOKY MARCHE,active,create,0cdcca8d-16e1-49ef-a816-451fca592eb7,,700c68ef-f8dc-4f83-9339-037f8ef0c675,EPP,epp,5,Building,bu,,
EPP Betioky Zanavo,active,create,304ab7af-d9ac-4127-86e8-05bcbf9b784a,,1ca7d983-3fc1-4051-ae7a-79d706bfbf18,EPP,epp,5,Building,bu,,
EPP Betoafo,active,create,2513da64-e911-4826-baee-e06a7e1f49e4,,e9bfd037-3c2b-4697-b9d8-a5fed6c85641,EPP,epp,5,Building,bu,,
EPP Betoho,active,create,9a360aa1-209c-4af9-b993-e8635c9c52cb,,18df9699-cb7d-4eec-96f9-3ec9f36e21ff,EPP,epp,5,Building,bu,,
Epp Betoko Ambatosoavolo,active,create,0f09efa5-5818-45a5-aeb7-510cebc391cf,,d18ae17a-faae-4e40-bb4d-540641d494c0,EPP,epp,5,Building,bu,,
EPP Betoko Ambatosoavolo,active,create,8667e411-8726-46bc-aff0-a03d562d5240,,d18ae17a-faae-4e40-bb4d-540641d494c0,EPP,epp,5,Building,bu,,
EPP Betongoa,active,create,99fcd333-400c-4106-994d-c9b98f7400fc,,74392b2e-e7a8-4629-839e-493ab1dcdb4e,EPP,epp,5,Building,bu,,
EPP BETORABATO,active,create,2d69a28d-238c-4db9-aec9-1f05f75510aa,,b0b75bc3-3d2d-4024-9c82-e6a48874899c,EPP,epp,5,Building,bu,,
Epp Betratratra,active,create,24d258c2-f7eb-4713-9989-7549379cc816,,5e7fb2d0-10c3-47fc-88ec-561122e106c8,EPP,epp,5,Building,bu,,
EPP Betsako,active,create,2dbdb965-5c57-41fc-b732-4718781a0f48,,c54d7bdb-2b22-4d39-ac21-0efe4b03e016,EPP,epp,5,Building,bu,,
EPP Betsako,active,create,4a33fa24-bbeb-4a2f-aa7f-b72642a38c0b,,39168f45-1212-49cc-9b96-b9f11116b07c,EPP,epp,5,Building,bu,,
EPP Betsako,active,create,af479aec-4e97-4eee-ba61-9a40fc174d84,,89a67109-8797-47cd-88c6-847e829ff4ae,EPP,epp,5,Building,bu,,
EPP Betsiaka,active,create,f38ac03f-e78e-4e8d-bb6b-e8fb7d16dbae,,3c2fc71a-8d34-4395-9e88-8379a23e109d,EPP,epp,5,Building,bu,,
Epp Betsibaroke,active,create,22549fe2-ca17-452b-9bde-a2ee2684ff66,,86cd5df6-1d27-4762-a604-046137c1db52,EPP,epp,5,Building,bu,44.795395,-24.804373
EPP BETSIBAROKE,active,create,a714f122-c531-4c4c-8db2-9e3ffe769338,,41150233-beb5-4fa9-86a0-66a3606bcef6,EPP,epp,5,Building,bu,,
Epp Betsimeda,active,create,e74d2bfc-cc97-41b2-95fc-50881ea44427,,44757477-a950-4af9-b9cd-a68ea0e5bcc5,EPP,epp,5,Building,bu,,
EPP Betsimeda,active,create,68f8318f-c2dd-4f35-92a8-8ba5104e05e4,,44757477-a950-4af9-b9cd-a68ea0e5bcc5,EPP,epp,5,Building,bu,,
EPP Betsina,active,create,a8d50c53-bc89-435d-828b-a456dddcfa4d,,03e7aa0c-a775-4413-9ab4-b34e336faa47,EPP,epp,5,Building,bu,,
